,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Chad-1988,1988,27.85422134,8.273808479,Chad,11.34752314,SSAF,SSAF 1988,1,dev 1988,CD
Chad-1989,1989,27.10728836,6.565576077,Chad,1.702944775,SSAF,SSAF 1989,1,dev 1989,CD
Chad-1990,1990,28.55475044,5.495801926,Chad,-7.309081182,SSAF,SSAF 1990,1,dev 1990,CD
Chad-1991,1991,28.19292259,7.376339912,Chad,5.181288126,SSAF,SSAF 1991,1,dev 1991,CD
Chad-1992,1992,27.51515388,6.843668938,Chad,4.704487822,SSAF,SSAF 1992,1,dev 1992,CD
Chad-1993,1993,27.98972511,5.851304531,Chad,-20.07563575,SSAF,SSAF 1993,1,dev 1993,CD
Chad-1994,1994,27.93749237,8.334354401,Chad,6.664085425,SSAF,SSAF 1994,1,dev 1994,CD
Chad-1995,1995,27.65122795,7.311047554,Chad,-1.780360757,SSAF,SSAF 1995,1,dev 1995,CD
Chad-1996,1996,28.17816925,7.046887875,Chad,-0.815442873,SSAF,SSAF 1996,1,dev 1996,CD
Chad-1997,1997,28.4005394,7.050077915,Chad,2.496554852,SSAF,SSAF 1997,1,dev 1997,CD
Chad-1998,1998,28.61277008,7.051353931,Chad,3.66823566,SSAF,SSAF 1998,1,dev 1998,CD
Chad-1999,1999,28.20753098,7.926533222,Chad,-3.85070817,SSAF,SSAF 1999,1,dev 1999,CD
Chad-2000,2000,27.75979996,6.497619629,Chad,-3.735924246,SSAF,SSAF 2000,1,dev 2000,CD
Chad-2001,2001,27.95445824,7.194295883,Chad,6.450531272,SSAF,SSAF 2001,1,dev 2001,CD
Chad-2002,2002,28.31621742,5.929012775,Chad,4.475044927,SSAF,SSAF 2002,1,dev 2002,CD
Chad-2003,2003,28.5675087,7.944817066,Chad,10.34270938,SSAF,SSAF 2003,1,dev 2003,CD
Chile-1961,1961,11.41921329,6.289764404,Chile,1.434113723,LAC,LAC 1961,0,dev,CI
Chile-1962,1962,11.53092766,4.290245533,Chile,2.523915233,LAC,LAC 1962,0,dev,CI
Chile-1963,1963,11.25948524,7.482439041,Chile,3.431665213,LAC,LAC 1963,0,dev,CI
Chile-1964,1964,11.12129879,4.658786297,Chile,0.203807928,LAC,LAC 1964,0,dev,CI
Chile-1965,1965,11.42410851,8.382223129,Chile,-1.908910986,LAC,LAC 1965,0,dev,CI
Chile-1966,1966,10.81425858,6.795180321,Chile,7.320537283,LAC,LAC 1966,0,dev,CI
Chile-1967,1967,10.72135448,5.221018791,Chile,1.469688237,LAC,LAC 1967,0,dev,CI
Chile-1968,1968,11.34502697,3.597257853,Chile,1.670372548,LAC,LAC 1968,0,dev,CI
Chile-1969,1969,11.27843189,5.125785828,Chile,1.475335802,LAC,LAC 1969,0,dev,CI
Chile-1970,1970,11.11215878,5.292955399,Chile,0.225789366,LAC,LAC 1970,0,dev,CI
Chile-1971,1971,10.83827686,5.135051727,Chile,6.813767352,LAC,LAC 1971,0,dev,CI
Chile-1972,1972,11.15441322,8.286604881,Chile,-2.58702955,LAC,LAC 1972,0,dev,CI
Chile-1973,1973,11.06490612,4.730978489,Chile,-6.767007308,LAC,LAC 1973,0,dev,CI
Chile-1974,1974,10.85301685,5.897642612,Chile,0.840948534,LAC,LAC 1974,0,dev,CI
Chile-1975,1975,11.00379562,5.686445236,Chile,-13.60308079,LAC,LAC 1975,0,dev,CI
Chile-1976,1976,10.93141556,4.690530777,Chile,1.890597539,LAC,LAC 1976,0,dev,CI
Chile-1977,1977,11.70215511,7.231439114,Chile,6.945099771,LAC,LAC 1977,0,dev,CI
Chile-1978,1978,11.4811554,6.660880566,Chile,5.829516491,LAC,LAC 1978,0,dev,CI
Chile-1979,1979,11.16848946,5.040638924,Chile,6.937160292,LAC,LAC 1979,0,dev,CI
Chile-1980,1980,11.46196079,7.046991348,Chile,6.391211952,LAC,LAC 1980,0,dev,CI
Chile-1981,1981,11.67864799,5.646326065,Chile,3.121134805,LAC,LAC 1981,0,dev,CI
Chile-1982,1982,11.63410759,7.615968704,Chile,-12.46043081,LAC,LAC 1982,0,dev,CI
Chile-1983,1983,11.3277998,5.220696926,Chile,-5.471122223,LAC,LAC 1983,0,dev,CI
Chile-1984,1984,10.97580433,7.122923374,Chile,6.031839414,LAC,LAC 1984,0,dev,CI
Chile-1985,1985,11.75583267,4.051835537,Chile,5.221816042,LAC,LAC 1985,0,dev,CI
Chile-1986,1986,12.19812393,5.903179646,Chile,3.782363454,LAC,LAC 1986,0,dev,CI
Chile-1987,1987,12.27707386,6.780198097,Chile,4.712596,LAC,LAC 1987,0,dev,CI
Chile-1988,1988,11.00220108,3.978971481,Chile,5.362859887,LAC,LAC 1988,0,dev,CI
Chile-1989,1989,11.43588924,4.229858398,Chile,8.311890442,LAC,LAC 1989,0,dev,CI
Chile-1990,1990,11.18402004,4.76851511,Chile,1.865517056,LAC,LAC 1990,0,dev,CI
Chile-1991,1991,11.50373363,6.253808975,Chile,5.862505836,LAC,LAC 1991,0,dev,CI
Chile-1992,1992,11.24659824,7.923250198,Chile,9.752762546,LAC,LAC 1992,0,dev,CI
Chile-1993,1993,11.22399998,6.177277088,Chile,4.943057114,LAC,LAC 1993,0,dev,CI
Chile-1994,1994,11.63624668,5.931424618,Chile,3.8090104,LAC,LAC 1994,0,dev,CI
Chile-1995,1995,11.25999737,5.012601852,Chile,8.458936322,LAC,LAC 1995,0,dev,CI
Chile-1996,1996,11.15601254,4.09792614,Chile,5.621014936,LAC,LAC 1996,0,dev,CI
Chile-1997,1997,12.08845901,8.262277603,Chile,4.96519989,LAC,LAC 1997,0,dev,CI
Chile-1998,1998,11.62211227,3.322817802,Chile,1.833639209,LAC,LAC 1998,0,dev,CI
Chile-1999,1999,11.24538136,5.086515427,Chile,-2.046264044,LAC,LAC 1999,0,dev,CI
Chile-2000,2000,11.19683075,6.481907845,Chile,3.155894649,LAC,LAC 2000,0,dev,CI
Chile-2001,2001,11.4070406,6.317800999,Chile,2.131190859,LAC,LAC 2001,0,dev,CI
Chile-2002,2002,11.25493622,7.800107002,Chile,1.017288837,LAC,LAC 2002,0,dev,CI
Chile-2003,2003,11.64027977,4.644104481,Chile,2.736745102,LAC,LAC 2003,0,dev,CI
China-1961,1961,14.03931141,10.38953495,China,-30.59520654,SEAS,SEAS 1961,1,dev 1961,CH
China-1962,1962,13.47782707,9.840825081,China,-7.120127625,SEAS,SEAS 1962,1,dev 1962,CH
China-1963,1963,13.67304325,9.253062248,China,7.383813854,SEAS,SEAS 1963,1,dev 1963,CH
China-1964,1964,13.32607555,10.77146721,China,12.38065961,SEAS,SEAS 1964,1,dev 1964,CH
China-1965,1965,13.54309368,9.332958221,China,12.77354014,SEAS,SEAS 1965,1,dev 1965,CH
China-1966,1966,13.75889778,8.48431015,China,7.378033656,SEAS,SEAS 1966,1,dev 1966,CH
China-1967,1967,13.22687149,9.338047981,China,-8.439600914,SEAS,SEAS 1967,1,dev 1967,CH
China-1968,1968,13.48174858,9.014314651,China,-6.797322586,SEAS,SEAS 1968,1,dev 1968,CH
China-1969,1969,12.92131329,9.88131237,China,12.87486879,SEAS,SEAS 1969,1,dev 1969,CH
China-1970,1970,13.13979912,10.17261887,China,14.96923026,SEAS,SEAS 1970,1,dev 1970,CH
China-1971,1971,13.35014343,8.985367775,China,4.018943714,SEAS,SEAS 1971,1,dev 1971,CH
China-1972,1972,13.29673576,9.316984177,China,1.272225321,SEAS,SEAS 1972,1,dev 1972,CH
China-1973,1973,13.79040337,11.01477432,China,5.32007535,SEAS,SEAS 1973,1,dev 1973,CH
China-1974,1974,13.25836563,9.853567123,China,0.207990797,SEAS,SEAS 1974,1,dev 1974,CH
China-1975,1975,13.82194805,10.33981037,China,6.575774546,SEAS,SEAS 1975,1,dev 1975,CH
China-1976,1976,13.00959206,9.047050476,China,-3.160280525,SEAS,SEAS 1976,1,dev 1976,CH
China-1977,1977,13.60641289,9.952904701,China,5.962261059,SEAS,SEAS 1977,1,dev 1977,CH
China-1978,1978,13.89109325,8.686219215,China,9.726477567,SEAS,SEAS 1978,1,dev 1978,CH
China-1979,1979,13.77882576,9.651659966,China,5.991114773,SEAS,SEAS 1979,1,dev 1979,CH
China-1980,1980,13.32662296,10.2871294,China,6.256524055,SEAS,SEAS 1980,1,dev 1980,CH
China-1981,1981,13.51309299,9.914721489,China,3.78835951,SEAS,SEAS 1981,1,dev 1981,CH
China-1982,1982,13.68806744,9.571840286,China,7.236796559,SEAS,SEAS 1982,1,dev 1982,CH
China-1983,1983,13.69007874,10.77090073,China,8.900925131,SEAS,SEAS 1983,1,dev 1983,CH
China-1984,1984,12.97626972,9.455823898,China,12.83788661,SEAS,SEAS 1984,1,dev 1984,CH
China-1985,1985,13.18607235,9.645234108,China,11.30155892,SEAS,SEAS 1985,1,dev 1985,CH
China-1986,1986,13.45634651,8.419745445,China,6.946720744,SEAS,SEAS 1986,1,dev 1986,CH
China-1987,1987,13.83055305,9.736374855,China,9.371480325,SEAS,SEAS 1987,1,dev 1987,CH
China-1988,1988,13.63469028,8.751953125,China,9.095836235,SEAS,SEAS 1988,1,dev 1988,CH
China-1989,1989,13.78105831,9.289215088,China,2.48501178,SEAS,SEAS 1989,1,dev 1989,CH
China-1990,1990,14.23764896,10.21661472,China,2.262273211,SEAS,SEAS 1990,1,dev 1990,CH
China-1991,1991,13.57363987,9.959485054,China,7.436653053,SEAS,SEAS 1991,1,dev 1991,CH
China-1992,1992,13.47586441,12.62586308,China,12.05258047,SEAS,SEAS 1992,1,dev 1992,CH
China-1993,1993,13.37169266,10.85370159,China,11.95319985,SEAS,SEAS 1993,1,dev 1993,CH
China-1994,1994,14.19739628,11.05970573,China,11.17996252,SEAS,SEAS 1994,1,dev 1994,CH
China-1995,1995,13.80967331,9.905946732,China,9.259359631,SEAS,SEAS 1995,1,dev 1995,CH
China-1996,1996,13.42933083,10.05641556,China,8.482878612,SEAS,SEAS 1996,1,dev 1996,CH
China-1997,1997,14.05178833,9.617568016,China,7.869171394,SEAS,SEAS 1997,1,dev 1997,CH
China-1998,1998,14.69515514,11.02325726,China,6.551197673,SEAS,SEAS 1998,1,dev 1998,CH
China-1999,1999,14.30861664,8.984399796,China,6.379398433,SEAS,SEAS 1999,1,dev 1999,CH
China-2000,2000,13.9092865,10.16824627,China,7.357624994,SEAS,SEAS 2000,1,dev 2000,CH
China-2001,2001,14.14308643,9.562859535,China,7.247120769,SEAS,SEAS 2001,1,dev 2001,CH
China-2002,2002,14.43899822,10.27865505,China,8.039465515,SEAS,SEAS 2002,1,dev 2002,CH
China-2003,2003,14.05441093,10.07686329,China,8.90816107,SEAS,SEAS 2003,1,dev 2003,CH
Colombia-1961,1961,21.67550659,17.99956322,Colombia,2.110610666,LAC,LAC 1961,0,dev,CO
Colombia-1962,1962,21.64975929,20.11965561,Colombia,2.30061281,LAC,LAC 1962,0,dev,CO
Colombia-1963,1963,21.81095505,19.12474442,Colombia,-0.151985575,LAC,LAC 1963,0,dev,CO
Colombia-1964,1964,21.49380875,19.11781693,Colombia,3.394360194,LAC,LAC 1964,0,dev,CO
Colombia-1965,1965,21.57204628,17.95832825,Colombia,-0.006123521,LAC,LAC 1965,0,dev,CO
Colombia-1966,1966,21.53390884,19.96236229,Colombia,2.233711768,LAC,LAC 1966,0,dev,CO
Colombia-1967,1967,21.21169853,18.6671772,Colombia,1.185002626,LAC,LAC 1967,0,dev,CO
Colombia-1968,1968,21.31284523,19.75030518,Colombia,3.373272228,LAC,LAC 1968,0,dev,CO
Colombia-1969,1969,21.86533546,19.88868141,Colombia,3.563342088,LAC,LAC 1969,0,dev,CO
Colombia-1970,1970,21.51314735,20.97787285,Colombia,4.094640643,LAC,LAC 1970,0,dev,CO
Colombia-1971,1971,20.81668472,23.16762924,Colombia,3.280687381,LAC,LAC 1971,0,dev,CO
Colombia-1972,1972,21.56994247,18.53148651,Colombia,5.004635493,LAC,LAC 1972,0,dev,CO
Colombia-1973,1973,21.59423828,20.80861664,Colombia,4.19696303,LAC,LAC 1973,0,dev,CO
Colombia-1974,1974,20.96197891,21.52873802,Colombia,3.297242176,LAC,LAC 1974,0,dev,CO
Colombia-1975,1975,20.95258331,23.12368202,Colombia,-0.067383492,LAC,LAC 1975,0,dev,CO
Colombia-1976,1976,21.22579193,17.22029305,Colombia,2.402783735,LAC,LAC 1976,0,dev,CO
Colombia-1977,1977,21.77506065,18.39115715,Colombia,1.761535481,LAC,LAC 1977,0,dev,CO
Colombia-1978,1978,21.44440079,19.53098869,Colombia,5.830620675,LAC,LAC 1978,0,dev,CO
Colombia-1979,1979,21.62167358,20.84064102,Colombia,2.973485693,LAC,LAC 1979,0,dev,CO
Colombia-1980,1980,21.8901062,18.21311188,Colombia,1.781414581,LAC,LAC 1980,0,dev,CO
Colombia-1981,1981,21.39681244,22.42294884,Colombia,0.035809883,LAC,LAC 1981,0,dev,CO
Colombia-1982,1982,21.85560989,20.70786095,Colombia,-1.229820548,LAC,LAC 1982,0,dev,CO
Colombia-1983,1983,22.0995369,19.46205521,Colombia,-0.570526649,LAC,LAC 1983,0,dev,CO
Colombia-1984,1984,21.0886879,23.95012665,Colombia,1.192192682,LAC,LAC 1984,0,dev,CO
Colombia-1985,1985,21.28741837,19.2988987,Colombia,0.969408695,LAC,LAC 1985,0,dev,CO
Colombia-1986,1986,21.25040627,19.82177734,Colombia,3.64056292,LAC,LAC 1986,0,dev,CO
Colombia-1987,1987,21.75188446,19.72975349,Colombia,3.233503447,LAC,LAC 1987,0,dev,CO
Colombia-1988,1988,21.2939682,22.91994476,Colombia,2.003697187,LAC,LAC 1988,0,dev,CO
Colombia-1989,1989,21.03732491,19.33842087,Colombia,1.391942984,LAC,LAC 1989,0,dev,CO
Colombia-1990,1990,21.3025589,19.69994354,Colombia,3.896451718,LAC,LAC 1990,0,dev,CO
Colombia-1991,1991,21.39777374,18.08488464,Colombia,0.277605225,LAC,LAC 1991,0,dev,CO
Colombia-1992,1992,21.5404911,15.06411457,Colombia,2.938674431,LAC,LAC 1992,0,dev,CO
Colombia-1993,1993,21.22948837,17.95038986,Colombia,0.380133149,LAC,LAC 1993,0,dev,CO
Colombia-1994,1994,21.1876545,19.21418381,Colombia,3.741736806,LAC,LAC 1994,0,dev,CO
Colombia-1995,1995,21.17061424,19.62288475,Colombia,3.179433587,LAC,LAC 1995,0,dev,CO
Colombia-1996,1996,20.80101967,20.03297997,Colombia,0.183101292,LAC,LAC 1996,0,dev,CO
Colombia-1997,1997,21.47932434,16.36219406,Colombia,1.559199298,LAC,LAC 1997,0,dev,CO
Colombia-1998,1998,21.73029327,18.99909592,Colombia,-1.206903061,LAC,LAC 1998,0,dev,CO
Colombia-1999,1999,20.91946411,23.92699623,Colombia,-6.032371744,LAC,LAC 1999,0,dev,CO
Colombia-2000,2000,20.76546097,20.38194466,Colombia,1.182504786,LAC,LAC 2000,0,dev,CO
Colombia-2001,2001,21.31806755,19.43543243,Colombia,-0.202074895,LAC,LAC 2001,0,dev,CO
Colombia-2002,2002,21.59039879,18.24281502,Colombia,0.290473729,LAC,LAC 2002,0,dev,CO
Colombia-2003,2003,21.49978065,19.09883308,Colombia,2.198076698,LAC,LAC 2003,0,dev,CO
Comoros-1981,1981,25.20833397,35.1609993,Comoros,1.177822329,SSAF,SSAF 1981,1,dev 1981,CN
Comoros-1982,1982,25.55833244,22.28000069,Comoros,3.573865188,SSAF,SSAF 1982,1,dev 1982,CN
Comoros-1983,1983,25.70833397,25.54300117,Comoros,2.094140287,SSAF,SSAF 1983,1,dev 1983,CN
Comoros-1984,1984,25.03333282,23.35599899,Comoros,1.413757455,SSAF,SSAF 1984,1,dev 1984,CN
Comoros-1985,1985,24.59166718,24.38800049,Comoros,-0.3595211,SSAF,SSAF 1985,1,dev 1985,CN
Comoros-1986,1986,24.73333359,25.11000061,Comoros,-0.764287679,SSAF,SSAF 1986,1,dev 1986,CN
Comoros-1987,1987,25.94166756,21.67099953,Comoros,-0.989560366,SSAF,SSAF 1987,1,dev 1987,CN
Comoros-1988,1988,25.80833244,22.58699989,Comoros,0.037758071,SSAF,SSAF 1988,1,dev 1988,CN
Comoros-1989,1989,25.10833359,27.49399948,Comoros,-5.846638793,SSAF,SSAF 1989,1,dev 1989,CN
Comoros-1990,1990,25.51666641,24.41200066,Comoros,2.35173872,SSAF,SSAF 1990,1,dev 1990,CN
Comoros-1991,1991,25.75,28.06999969,Comoros,-8.160902986,SSAF,SSAF 1991,1,dev 1991,CN
Comoros-1992,1992,26.04166603,23.5359993,Comoros,6.075091478,SSAF,SSAF 1992,1,dev 1992,CN
Comoros-1993,1993,26.39166641,25.40299988,Comoros,0.850247072,SSAF,SSAF 1993,1,dev 1993,CN
Comoros-1994,1994,26.44166756,24.70699883,Comoros,-7.532398121,SSAF,SSAF 1994,1,dev 1994,CN
Comoros-1995,1995,26.24166679,23.64900017,Comoros,1.435089331,SSAF,SSAF 1995,1,dev 1995,CN
Comoros-1996,1996,25.85833359,17.24300003,Comoros,-3.411482215,SSAF,SSAF 1996,1,dev 1996,CN
Comoros-1997,1997,26.14166641,10.71600056,Comoros,1.83983556,SSAF,SSAF 1997,1,dev 1997,CN
Comoros-1998,1998,26.21666718,13.53200054,Comoros,-1.249503514,SSAF,SSAF 1998,1,dev 1998,CN
Comoros-1999,1999,25.90833282,20.66300011,Comoros,0.724387662,SSAF,SSAF 1999,1,dev 1999,CN
Comoros-2000,2000,25.73333359,14.47599983,Comoros,-1.221170152,SSAF,SSAF 2000,1,dev 2000,CN
Comoros-2001,2001,26.18333244,19.59400177,Comoros,1.163811129,SSAF,SSAF 2001,1,dev 2001,CN
Comoros-2002,2002,26.30833244,17.91199875,Comoros,1.95442022,SSAF,SSAF 2002,1,dev 2002,CN
Comoros-2003,2003,26.64166641,24.1780014,Comoros,0.332699005,SSAF,SSAF 2003,1,dev 2003,CN
"Congo, Dem. Rep.-1961",1961,22.93125725,17.51846886,"Congo, Dem. Rep.",-13.86464933,SSAF,SSAF 1961,1,dev 1961,CG
"Congo, Dem. Rep.-1962",1962,22.83494759,16.15413284,"Congo, Dem. Rep.",16.50797504,SSAF,SSAF 1962,1,dev 1962,CG
"Congo, Dem. Rep.-1963",1963,22.9728756,15.7816658,"Congo, Dem. Rep.",2.57524961,SSAF,SSAF 1963,1,dev 1963,CG
"Congo, Dem. Rep.-1964",1964,22.90177536,14.84487629,"Congo, Dem. Rep.",-5.218575317,SSAF,SSAF 1964,1,dev 1964,CG
"Congo, Dem. Rep.-1965",1965,22.93839645,14.56968975,"Congo, Dem. Rep.",-1.80185055,SSAF,SSAF 1965,1,dev 1965,CG
"Congo, Dem. Rep.-1966",1966,23.04053688,15.82686615,"Congo, Dem. Rep.",3.57180826,SSAF,SSAF 1966,1,dev 1966,CG
"Congo, Dem. Rep.-1967",1967,22.80538559,14.62680244,"Congo, Dem. Rep.",-3.57180826,SSAF,SSAF 1967,1,dev 1967,CG
"Congo, Dem. Rep.-1968",1968,22.77158165,15.31646347,"Congo, Dem. Rep.",0.904983552,SSAF,SSAF 1968,1,dev 1968,CG
"Congo, Dem. Rep.-1969",1969,23.10393906,16.21894646,"Congo, Dem. Rep.",6.115442315,SSAF,SSAF 1969,1,dev 1969,CG
"Congo, Dem. Rep.-1970",1970,23.11381531,15.44979286,"Congo, Dem. Rep.",-3.448617607,SSAF,SSAF 1970,1,dev 1970,CG
"Congo, Dem. Rep.-1971",1971,22.66775322,14.45863342,"Congo, Dem. Rep.",2.59754864,SSAF,SSAF 1971,1,dev 1971,CG
"Congo, Dem. Rep.-1972",1972,23.0559082,14.31776524,"Congo, Dem. Rep.",-2.59754864,SSAF,SSAF 1972,1,dev 1972,CG
"Congo, Dem. Rep.-1973",1973,23.16152954,14.01787281,"Congo, Dem. Rep.",4.292504472,SSAF,SSAF 1973,1,dev 1973,CG
"Congo, Dem. Rep.-1974",1974,22.67428398,14.93942261,"Congo, Dem. Rep.",0,SSAF,SSAF 1974,1,dev 1974,CG
"Congo, Dem. Rep.-1975",1975,22.73638535,14.94192028,"Congo, Dem. Rep.",-7.864312732,SSAF,SSAF 1975,1,dev 1975,CG
"Congo, Dem. Rep.-1976",1976,22.67807198,15.3414669,"Congo, Dem. Rep.",-8.535984895,SSAF,SSAF 1976,1,dev 1976,CG
"Congo, Dem. Rep.-1977",1977,22.99788857,15.94440651,"Congo, Dem. Rep.",-2.607971278,SSAF,SSAF 1977,1,dev 1977,CG
"Congo, Dem. Rep.-1978",1978,22.85417938,14.75046635,"Congo, Dem. Rep.",-8.701137699,SSAF,SSAF 1978,1,dev 1978,CG
"Congo, Dem. Rep.-1979",1979,23.12044525,14.76318264,"Congo, Dem. Rep.",-2.696792643,SSAF,SSAF 1979,1,dev 1979,CG
"Congo, Dem. Rep.-1980",1980,23.08190346,15.09488583,"Congo, Dem. Rep.",-0.915338199,SSAF,SSAF 1980,1,dev 1980,CG
"Congo, Dem. Rep.-1981",1981,23.14043808,14.83015823,"Congo, Dem. Rep.",-0.576370472,SSAF,SSAF 1981,1,dev 1981,CG
"Congo, Dem. Rep.-1982",1982,23.01179695,15.45852566,"Congo, Dem. Rep.",-3.410089385,SSAF,SSAF 1982,1,dev 1982,CG
"Congo, Dem. Rep.-1983",1983,23.48981094,14.76195049,"Congo, Dem. Rep.",-1.445808318,SSAF,SSAF 1983,1,dev 1983,CG
"Congo, Dem. Rep.-1984",1984,23.12674332,14.63875675,"Congo, Dem. Rep.",2.63488297,SSAF,SSAF 1984,1,dev 1984,CG
"Congo, Dem. Rep.-1985",1985,23.14117432,15.69763565,"Congo, Dem. Rep.",-2.513597327,SSAF,SSAF 1985,1,dev 1985,CG
"Congo, Dem. Rep.-1986",1986,23.20840645,15.51641083,"Congo, Dem. Rep.",1.682732013,SSAF,SSAF 1986,1,dev 1986,CG
"Congo, Dem. Rep.-1987",1987,23.67209816,15.47715664,"Congo, Dem. Rep.",-0.238663598,SSAF,SSAF 1987,1,dev 1987,CG
"Congo, Dem. Rep.-1988",1988,23.51917648,15.69425201,"Congo, Dem. Rep.",-2.540971553,SSAF,SSAF 1988,1,dev 1988,CG
"Congo, Dem. Rep.-1989",1989,22.95279694,14.64185619,"Congo, Dem. Rep.",-4.512043528,SSAF,SSAF 1989,1,dev 1989,CG
"Congo, Dem. Rep.-1990",1990,23.53382111,14.61326694,"Congo, Dem. Rep.",-10.25155635,SSAF,SSAF 1990,1,dev 1990,CG
"Congo, Dem. Rep.-1991",1991,23.46468735,15.29082203,"Congo, Dem. Rep.",-12.38382634,SSAF,SSAF 1991,1,dev 1991,CG
"Congo, Dem. Rep.-1992",1992,23.50645828,15.11924076,"Congo, Dem. Rep.",-14.88059317,SSAF,SSAF 1992,1,dev 1992,CG
"Congo, Dem. Rep.-1993",1993,23.39599991,13.35373878,"Congo, Dem. Rep.",-18.15755665,SSAF,SSAF 1993,1,dev 1993,CG
"Congo, Dem. Rep.-1994",1994,23.53167343,13.85847569,"Congo, Dem. Rep.",-7.428007438,SSAF,SSAF 1994,1,dev 1994,CG
"Congo, Dem. Rep.-1995",1995,23.78709412,12.60741806,"Congo, Dem. Rep.",-2.192536063,SSAF,SSAF 1995,1,dev 1995,CG
"Congo, Dem. Rep.-1996",1996,23.38563156,13.10273457,"Congo, Dem. Rep.",-3.509131981,SSAF,SSAF 1996,1,dev 1996,CG
"Congo, Dem. Rep.-1997",1997,23.81083107,15.30468464,"Congo, Dem. Rep.",-7.961762796,SSAF,SSAF 1997,1,dev 1997,CG
"Congo, Dem. Rep.-1998",1998,24.01715088,14.47306824,"Congo, Dem. Rep.",-3.371105734,SSAF,SSAF 1998,1,dev 1998,CG
"Congo, Dem. Rep.-1999",1999,23.22327423,16.62837029,"Congo, Dem. Rep.",-6.49195461,SSAF,SSAF 1999,1,dev 1999,CG
"Congo, Dem. Rep.-2000",2000,23.47288704,14.42469692,"Congo, Dem. Rep.",-9.592012188,SSAF,SSAF 2000,1,dev 2000,CG
"Congo, Dem. Rep.-2001",2001,23.6510334,14.41129971,"Congo, Dem. Rep.",-4.460430624,SSAF,SSAF 2001,1,dev 2001,CG
"Congo, Dem. Rep.-2002",2002,23.60194397,15.11048222,"Congo, Dem. Rep.",0.699303549,SSAF,SSAF 2002,1,dev 2002,CG
"Congo, Dem. Rep.-2003",2003,23.69130516,13.01079941,"Congo, Dem. Rep.",2.749314058,SSAF,SSAF 2003,1,dev 2003,CG
"Congo, Republic of-1961",1961,23.59032249,17.57339478,"Congo, Republic of",5.539216879,SSAF,SSAF 1961,1,dev 1961,CF
"Congo, Republic of-1962",1962,23.89168358,15.29095364,"Congo, Republic of",2.527184922,SSAF,SSAF 1962,1,dev 1962,CF
"Congo, Republic of-1963",1963,24.3802681,14.66422939,"Congo, Republic of",-6.722156767,SSAF,SSAF 1963,1,dev 1963,CF
"Congo, Republic of-1964",1964,23.81030846,14.47434998,"Congo, Republic of",1.06919541,SSAF,SSAF 1964,1,dev 1964,CF
"Congo, Republic of-1965",1965,24.03385353,13.74917889,"Congo, Republic of",0.866909478,SSAF,SSAF 1965,1,dev 1965,CF
"Congo, Republic of-1966",1966,24.29879189,16.97937202,"Congo, Republic of",-1.457158916,SSAF,SSAF 1966,1,dev 1966,CF
"Congo, Republic of-1967",1967,23.99161911,13.3032074,"Congo, Republic of",-0.771026467,SSAF,SSAF 1967,1,dev 1967,CF
"Congo, Republic of-1968",1968,24.06930733,13.9666748,"Congo, Republic of",4.435496282,SSAF,SSAF 1968,1,dev 1968,CF
"Congo, Republic of-1969",1969,24.41785049,15.92943382,"Congo, Republic of",4.310570104,SSAF,SSAF 1969,1,dev 1969,CF
"Congo, Republic of-1970",1970,24.24347496,15.62396145,"Congo, Republic of",3.155790372,SSAF,SSAF 1970,1,dev 1970,CF
"Congo, Republic of-1971",1971,23.79582977,12.34782505,"Congo, Republic of",4.418002562,SSAF,SSAF 1971,1,dev 1971,CF
"Congo, Republic of-1972",1972,24.0174427,11.77227974,"Congo, Republic of",5.182608043,SSAF,SSAF 1972,1,dev 1972,CF
"Congo, Republic of-1973",1973,24.00355339,15.4529171,"Congo, Republic of",4.805664994,SSAF,SSAF 1973,1,dev 1973,CF
"Congo, Republic of-1974",1974,23.40817642,14.88579464,"Congo, Republic of",4.480705686,SSAF,SSAF 1974,1,dev 1974,CF
"Congo, Republic of-1975",1975,23.64759827,15.27552319,"Congo, Republic of",4.34271556,SSAF,SSAF 1975,1,dev 1975,CF
"Congo, Republic of-1976",1976,23.24583817,13.72750282,"Congo, Republic of",-2.183723862,SSAF,SSAF 1976,1,dev 1976,CF
"Congo, Republic of-1977",1977,23.8846817,15.68118382,"Congo, Republic of",-12.47110617,SSAF,SSAF 1977,1,dev 1977,CF
"Congo, Republic of-1978",1978,23.81360626,10.55708122,"Congo, Republic of",3.070370862,SSAF,SSAF 1978,1,dev 1978,CF
"Congo, Republic of-1979",1979,24.1128788,14.33641434,"Congo, Republic of",6.250183643,SSAF,SSAF 1979,1,dev 1979,CF
"Congo, Republic of-1980",1980,23.98853302,15.62612343,"Congo, Republic of",13.10954398,SSAF,SSAF 1980,1,dev 1980,CF
"Congo, Republic of-1981",1981,24.16134453,14.50318336,"Congo, Republic of",13.07300006,SSAF,SSAF 1981,1,dev 1981,CF
"Congo, Republic of-1982",1982,23.62333298,16.52292633,"Congo, Republic of",18.01267093,SSAF,SSAF 1982,1,dev 1982,CF
