year,region,elec_tot,elec_res,elec_serv,elec_ind,gdp,pop
2012,JN,28485.000,2188.000,5964.000,20333.000,67142356.000,1782361.000
2012,JB,21463.000,2268.000,5623.000,13572.000,43728235.000,1817430.000
2012,JJ,3865.000,634.000,1966.000,1265.000,14067649.000,560818.000
2012,CN,44493.000,2518.000,7654.000,34321.000,99219568.000,2042689.000
2012,CB,21361.000,1898.000,5659.000,13804.000,47647389.000,1553478.000
2013,GW,15794.740,1885.497,7174.933,6734.310,38211948.000,1505686.000
2013,GG,102227.068,15554.163,35246.455,51426.450,346430719.000,12126274.000
2013,GN,33530.619,4055.225,9462.611,20012.783,104475348.000,3277965.000
2013,GB,45444.246,3177.243,9532.500,32734.503,98842637.000,2660941.000
2013,GJ,8274.075,1850.640,3539.867,2883.568,32859385.000,1503835.000
2013,DG,14270.053,3076.642,6029.008,5164.403,49036361.000,2475657.000
2013,DJ,9225.141,1856.172,4752.094,2616.875,35375467.000,1545232.000
2013,PU,20364.705,4437.009,8541.484,7386.212,77000292.000,3455734.000
2013,SE,46555.104,13319.847,31140.693,2094.564,354319250.000,9990010.000
2013,SJ,2345.527,157.398,635.155,1552.974,6883305.000,118463.000
2013,UL,29992.968,1445.229,4092.149,24455.590,72322408.000,1137472.000
2013,IC,22673.442,3643.784,7189.439,11840.219,75073082.000,2829608.000
2013,JN,30302.069,2206.805,5919.151,22176.113,68435908.000,1783896.000
2013,JB,21708.655,2282.596,5602.759,13823.300,45637671.000,1820969.000
2013,JJ,4094.900,658.131,2049.261,1387.508,14763437.000,570034.000
2013,CN,45466.813,2448.583,7425.830,35592.400,97403497.000,2062301.000
2013,CB,21665.043,1915.496,5693.366,14056.181,49519653.000,1564816.000
2014,GW,15778.145,1868.276,7000.275,6909.594,40077987.000,1510198.000
2014,GG,102180.707,15291.673,34818.533,52070.501,362159526.000,12282013.000
2014,GN,33435.156,3983.189,9268.369,20183.598,104843574.000,3307369.000
2014,GB,46016.365,3118.273,9235.973,33662.119,105901155.000,2670922.000
2014,GJ,8197.277,1841.416,3475.986,2879.875,34169569.000,1504582.000
2014,DG,14858.787,2973.764,5857.273,6027.750,50329551.000,2474900.000
2014,DJ,9102.525,1826.425,4637.117,2638.983,36081650.000,1552692.000
2014,PU,19980.897,4309.603,8308.817,7362.477,80258570.000,3452309.000
2014,SE,45018.863,12892.129,30040.126,2086.608,359661759.000,9975163.000
2014,SJ,2437.032,192.589,657.760,1586.683,8635120.000,132437.000
2014,UL,30115.123,1419.552,3812.092,24883.479,72408971.000,1151171.000
2014,IC,22578.049,3596.277,7060.371,11921.401,78694187.000,2862241.000
2014,JN,31722.944,2163.133,5823.349,23736.462,68405097.000,1791887.000
2014,JB,22297.412,2236.213,5443.006,14618.193,46567890.000,1829437.000
2014,JJ,4220.089,647.664,2101.001,1471.424,15785920.000,583335.000
2014,CN,47294.962,2423.744,7251.134,37620.084,100199403.000,2087600.000
2014,CB,22179.261,1891.278,5495.104,14792.879,51596699.000,1578403.000
2015,GW,16206.619,1888.434,7167.806,7150.379,40867985.000,1516636.000
2015,GG,105048.003,15607.128,35926.057,53514.818,381978306.000,12423017.000
2015,GN,33876.326,4057.544,9465.814,20352.968,106590936.000,3330230.000
2015,GB,44956.836,3176.918,9324.696,32455.222,103120174.000,2677768.000
2015,GJ,8333.873,1880.747,3555.976,2897.150,34845589.000,1505906.000
2015,DG,14947.708,3024.175,5950.706,5972.827,51822013.000,2468755.000
2015,DJ,9182.737,1849.215,4728.122,2605.400,37162614.000,1542394.000
2015,PU,20002.309,4352.290,8385.914,7264.105,82701497.000,3452260.000
2015,SE,45381.482,12964.825,30375.292,2041.365,370167867.000,9941162.000
2015,SJ,2641.139,272.724,766.151,1602.264,9261543.000,187202.000
2015,UL,30286.141,1450.241,3928.438,24907.462,72854409.000,1163719.000
2015,IC,23211.765,3662.376,7266.543,12282.846,80137506.000,2882868.000
2015,JN,32637.828,2205.174,6045.344,24387.310,68878376.000,1796578.000
2015,JB,22086.860,2276.416,5669.138,14141.306,47018028.000,1835125.000
2015,JJ,4429.553,675.632,2229.196,1524.725,16946709.000,599252.000
2015,CN,47286.061,2509.792,7760.316,37015.953,101299131.000,2102811.000
2015,CB,22949.031,1940.308,5670.154,15338.569,55191633.000,1589264.000
2016,GW,16498.769,1928.362,7518.305,7052.102,42047331.000,1520686.000
2016,GG,109403.899,16311.036,37556.383,55536.480,399827962.000,12600313.000
2016,GN,34497.476,4226.226,9805.211,20466.039,107343355.000,3337708.000
2016,GB,44647.504,3293.587,9662.786,31691.131,105745496.000,2683339.000
2016,GJ,8558.367,1948.144,3664.480,2945.743,35933462.000,1502125.000
2016,DG,15268.111,3143.661,6148.555,5975.895,51823902.000,2461272.000
2016,DJ,9379.634,1899.110,4881.042,2599.482,38456557.000,1536169.000
2016,PU,20467.091,4472.262,8760.626,7234.203,84114530.000,3446962.000
2016,SE,46493.236,13311.577,31251.430,1930.229,380679274.000,9842501.000
2016,SJ,2801.866,333.148,865.474,1603.244,9729904.000,234410.000
2016,UL,32095.222,1488.489,4293.297,26313.436,73477668.000,1166202.000
2016,IC,23875.858,3819.581,7738.039,12318.238,82257112.000,2907366.000
2016,JN,33096.901,2281.952,6353.407,24461.542,70449724.000,1798310.000
2016,JB,22733.496,2340.425,5871.554,14521.517,46664550.000,1835243.000
2016,JJ,4738.201,735.092,2428.538,1574.571,18307842.000,618119.000
2016,CN,48453.932,2629.227,8232.709,37591.996,104503363.000,2126174.000
2016,CB,24008.863,2011.175,5857.157,16140.531,58380533.000,1600904.000
2017,GW,16552.815,1940.933,7604.170,7007.712,43761362.000,1520879.000
2017,GG,114847.860,16587.710,38968.213,59291.937,426172886.000,12785790.000
2017,GN,34647.865,4260.988,10095.297,20291.580,106561346.000,3339275.000
2017,GB,45455.611,3302.463,10065.517,32087.631,104429785.000,2675128.000
2017,GJ,8683.650,1954.876,3740.500,2988.274,36384616.000,1495392.000
2017,DG,15386.371,3151.904,6296.834,5937.633,52721214.000,2457769.000
2017,DJ,9423.804,1872.890,4910.602,2640.312,38772485.000,1527784.000
2017,PU,21007.359,4473.510,8888.045,7645.804,85441974.000,3424409.000
2017,SE,46298.158,13131.172,31228.879,1938.107,389584629.000,9766399.000
2017,SJ,2918.757,384.903,945.099,1588.755,10140164.000,265517.000
2017,UL,31609.850,1487.143,4139.251,25983.456,72968962.000,1158787.000
2017,IC,24515.314,3856.852,8076.164,12582.298,85791563.000,2923859.000
2017,JN,33562.076,2284.124,6654.683,24623.269,71340179.000,1795036.000
2017,JB,22799.648,2326.183,6007.286,14466.179,47553099.000,1828527.000
2017,JJ,5013.546,782.601,2610.459,1620.486,19144657.000,634919.000
2017,CN,50180.209,2691.823,8254.052,39234.334,110165655.000,2153380.000
2017,CB,24843.494,2027.281,6071.778,16744.435,61953139.000,1609061.000
2018,GW,16845.836,2060.563,7936.747,6848.526,44574334.000,1520816.000
2018,GG,122695.954,18016.468,41387.394,63292.092,451914662.000,13031356.000
2018,GN,35158.611,4482.335,10429.993,20246.283,107224316.000,3355874.000
2018,GB,45958.813,3498.309,10446.240,32014.264,103149107.000,2674333.000
2018,GJ,8773.811,2056.435,3846.709,2870.667,38216077.000,1493417.000
2018,DG,15675.749,3314.918,6502.828,5858.003,53964991.000,2449789.000
2018,DJ,9648.827,1970.225,5128.876,2549.726,39135729.000,1517902.000
2018,PU,21216.605,4660.700,9105.731,7450.174,86889875.000,3400027.000
2018,SE,47810.210,13766.796,32297.703,1745.711,403605888.000,9704546.000
2018,SJ,3087.692,470.529,1031.092,1586.071,10423610.000,303582.000
2018,UL,33748.169,1552.259,4285.255,27910.655,71344390.000,1154482.000
2018,IC,24921.927,4112.199,8558.318,12251.410,86426825.000,2938875.000
2018,JN,34118.389,2380.293,6878.725,24859.371,72888289.000,1790233.000
2018,JB,22961.959,2431.432,6272.350,14258.177,48350793.000,1820168.000
2018,JJ,5272.603,831.090,2752.105,1689.408,18968300.000,652693.000
2018,CN,52012.706,2897.959,8523.766,40590.981,110873163.000,2179663.000
2018,CB,26239.895,2184.680,6372.071,17683.144,65830010.000,1618877.000
