serial,address,lat,lon
V02Q1940055,서울특별시 구로구 구로동 50-9,37.50111379,126.8923967
V02Q1940073,서울특별시 구로구 구로동 426-83,37.49382607,126.8840768
V02Q1940070,서울특별시 구로구 항동 1-10,37.48683268,126.8237121
V02Q1940136,서울특별시 구로구 구로동 733-28,37.48946749,126.8848394
V02Q1940862,서울특별시 구로구 구로동 742-80,37.48887854,126.8851157
V02Q1940140,서울특별시 구로구 고척동 291-1,37.50248471,126.8510405
V02Q1940515,서울특별시 구로구 고척동 291-1,37.50174862,126.8507697
V02Q1940057,서울특별시 구로구 개봉동 416-2,37.50526429,126.8451274
V02Q1940061,서울특별시 구로구 구로동 614-3,37.50527996,126.8746217
V02Q1940090,서울특별시 구로구 온수동 53-11,37.49167186,126.8231311
V02Q1940751,서울특별시 구로구 구로동 105-1,37.4984887,126.8895025
OC3CL200191,서울특별시 구로구 수궁동 온수동67-15,37.49402783,126.8182427
OC3CL200159,서울특별시 구로구 오류동 산42-40,37.48581097,126.830672
OC3CL200192,서울특별시 구로구 천왕동 278-2,37.48329114,126.8414001
OC3CL200193,서울특별시 구로구 구로동 810-2,37.48482285,126.9014312
V02Q1940428,서울특별시 금천구 가산동 152-28,37.47580636,126.8929078
V02Q1940474,서울특별시 금천구 독산동 330-7,37.46879478,126.8937982
V02Q1940483,서울특별시 금천구 독산동 378-451,37.46309492,126.9039678
V02Q1940369,서울특별시 금천구 독산동 980-44,37.47432254,126.9024197
V02Q1940484,서울특별시 금천구 독산동 1020-21,37.46802677,126.9021912
V02Q1940702,서울특별시 금천구 시흥동 1000-82,37.45335154,126.904031
V02Q1940699,서울특별시 금천구 시흥동 270-7,37.44999331,126.9129044
V02Q1940730,서울특별시 금천구 시흥동 655-11,37.43993479,126.9071726
V02Q1940777,서울특별시 금천구 시흥동 812-38,37.45887058,126.9059122
V02Q1940641,서울특별시 금천구 시흥동 산 77-9,37.44671934,126.9102337
V02Q1940407,서울특별시 금천구 독산동 1150,37.45844386,126.8950891
V02Q1940486,서울특별시 금천구 독산동 1002-5,37.46670274,126.890697
V02Q1940479,서울특별시 금천구 독산4동 산 193-3,37.46764732,126.9074964
V02Q1940374,서울특별시 금천구 독산동 1080-4,37.46431817,126.8972355
V02Q1940693,서울특별시 금천구 시흥동 1000-35,37.45606838,126.9003178
V02Q1940690,서울특별시 금천구 시흥동 1001-5,37.44551467,126.9041242
V02Q1940247,서울특별시 금천구 독산도서관,37.46756391,126.9081023
V02Q1940656,서울특별시 금천구 가산동 가산로5길 43,37.47351068,126.8921347
V02Q1940948,서울특별시 금천구 독산4동 371-2,37.47007655,126.907223
V02Q1940495,서울특별시 금천구 독산동 870-2,37.46145538,126.8900188
V02Q1940405,서울특별시 금천구 독산동 330-40,37.46857802,126.8925761
V02Q1940880,서울특별시 금천구 시흥동 832-14,37.45237475,126.908304
OC3CL200057,서울특별시 금천구 가산동 239-26,37.47468281,126.8874063
V02Q1940266,서울특별시 노원구 공릉동 499-1,37.62510077,127.0734884
V02Q1940299,서울특별시 노원구 공릉동 87-4,37.62112754,127.083296
V02Q1940281,서울특별시 노원구 상계동 666-3,37.66109165,127.0590435
V02Q1940275,서울특별시 노원구 상계동 1254-1,37.68242403,127.0526781
V02Q1940234,서울특별시 노원구 상계동 389-635,37.65816471,127.0684542
V02Q1940128,서울특별시 노원구 상계동 56-3,37.67410962,127.0818401
V02Q1940146,서울특별시 노원구 상계동 159-4,37.66254305,127.0693112
V02Q1940216,서울특별시 노원구 상계동 748,37.65197881,127.0640439
V02Q1940075,서울특별시 노원구 상계동 660,37.66738408,127.0534565
V02Q1940238,서울특별시 노원구 상계동 689-1,37.66475398,127.0633657
V02Q1940290,서울특별시 노원구 월계동 429-32,37.62054243,127.0624632
V02Q1940155,서울특별시 노원구 월계동 777-1,37.63240065,127.0509471
V02Q1940291,서울특별시 노원구 월계동 3-3,37.62131475,127.0695087
V02Q1940267,서울특별시 노원구 중계동 366,37.65264925,127.0782396
V02Q1940154,서울특별시 노원구 중계동 510-5,37.64215881,127.0698698
