"","country","time","GDP","TEMP"
"1","AFG","2002",1.457,23196.0208
"2","AFG","2003",0.71,23411.05467
"3","AFG","2004",1.482,22826.42102
"4","AFG","2005",0.513,24497.74277
"5","AFG","2006",1.838,24763.54039
"6","AFG","2007",0.794,27686.47582
"7","AFG","2008",0.808,28202.76062
"8","AFG","2009",0.948,33037.71056
"9","AFG","2010",1.664,36704.63872
"10","AFG","2011",1.455,35525.91905
"11","AFG","2012",0.271,38455.79284
"12","AFG","2013",1.345,39225.87861
"13","AFG","2014",0.521,38847.42603
"14","AFG","2015",1.204,38200.06614
"15","AFG","2016",1.612,38067.96936
"16","AFG","2017",1.642,37971.43136
"17","AFG","2018",1.624,37330.25466
"18","AFG","2019",0.991,37678.48374
"19","AFG","2020",0.587,35657.15896
"20","AFG","2021",1.475,27467.79994
"21","ALB","1980",-0.422,207060.0819
"22","ALB","1981",-0.346,214614.9766
"23","ALB","1982",0.207,216322.9686
"24","ALB","1983",-0.088,214123.392
"25","ALB","1984",-0.238,207041.2668
"26","ALB","1985",-0.072,206439.6145
"27","ALB","1986",0.6,213901.6954
"28","ALB","1987",-0.078,208020.4761
"29","ALB","1988",0.397,201233.7616
"30","ALB","1989",-0.041,215166.4171
"31","ALB","1990",0.809,191093.8021
"32","ALB","1991",-0.28,138415.316
"33","ALB","1992",0.106,129248.6909
"34","ALB","1993",0.113,142470.7665
"35","ALB","1994",1.36,155250.0547
"36","ALB","1995",-0.137,177023.0922
"37","ALB","1996",0.006,194336.2691
"38","ALB","1997",0.111,174200.8843
"39","ALB","1998",0.821,190778.6843
"40","ALB","1999",0.724,216739.9795
"41","ALB","2000",1.084,233277.2886
"42","ALB","2001",1.551,255005.6617
"43","ALB","2002",0.519,267374.6484
"44","ALB","2003",1.026,283214.4882
"45","ALB","2004",0.472,300084.3563
"46","ALB","2005",0.217,318293.1223
"47","ALB","2006",0.39,339214.2841
"48","ALB","2007",1.389,362237.5341
"49","ALB","2008",1.043,392405.0687
"50","ALB","2009",0.977,408309.7949
"51","ALB","2010",1.261,425553.0599
"52","ALB","2011",1.125,437560.6457
"53","ALB","2012",1.546,444495.4254
"54","ALB","2013",1.394,449772.6278
"55","ALB","2014",1.285,458702.36
"56","ALB","2015",1.667,470247.1051
"57","ALB","2016",1.558,486613.0832
"58","ALB","2017",1.196,505581.8075
"59","ALB","2018",2.103,527202.0607
"60","ALB","2019",1.751,540506.22
"61","ALB","2020",1.567,525668.0342
"62","ALB","2021",1.589,577828.5683
"63","ALB","2022",1.585,613301.5611
"64","DZA","1961",0.155,193179.7829
"65","DZA","1962",0.12,152785.7481
"66","DZA","1963",0.05,201934.3295
"67","DZA","1964",0.254,210047.0806
"68","DZA","1965",-0.111,219442.0403
"69","DZA","1966",0.405,205053.4199
"70","DZA","1967",-0.024,219499.6113
"71","DZA","1968",-0.065,237779.5207
"72","DZA","1969",0.247,252097.9321
"73","DZA","1970",0.08,268375.1876
"74","DZA","1971",-0.412,232662.186
"75","DZA","1972",-0.36,289702.7882
"76","DZA","1973",-0.023,293697.5279
"77","DZA","1974",-0.506,308061.0725
"78","DZA","1975",-0.569,311851.1499
"79","DZA","1976",-0.799,322112.9549
"80","DZA","1977",0.55,326512.3554
"81","DZA","1978",0.06,346519.2948
"82","DZA","1979",0.706,361477.2746
"83","DZA","1980",0.266,353206.4698
"84","DZA","1981",0.249,352297.5354
"85","DZA","1982",0.421,362685.8352
"86","DZA","1983",0.617,369665.0852
"87","DZA","1984",0.054,377385.102
"88","DZA","1985",0.552,378274.9016
"89","DZA","1986",0.347,367345.8916
"90","DZA","1987",1.05,353893.6495
"91","DZA","1988",1.402,340861.0755
"92","DZA","1989",0.453,346615.7614
"93","DZA","1990",1.332,340782.4678
"94","DZA","1991",0.102,328759.0903
"95","DZA","1992",-0.232,326989.3679
"96","DZA","1993",0.645,313030.4028
"97","DZA","1994",0.83,303743.0593
"98","DZA","1995",0.687,309295.5948
"99","DZA","1996",0.923,316348.9943
"100","DZA","1997",1.113,314496.9439
"101","DZA","1998",1.156,325580.8287
"102","DZA","1999",1.502,331333.408
"103","DZA","2000",0.862,339134.9191
"104","DZA","2001",1.895,344535.6312
"105","DZA","2002",1.291,358954.999
"106","DZA","2003",1.619,379623.7775
"107","DZA","2004",1.016,390414.5592
"108","DZA","2005",1.289,407847.5261
"109","DZA","2006",1.422,408846.2376
"110","DZA","2007",1.249,415920.7875
"111","DZA","2008",1.205,418686.1682
"112","DZA","2009",0.958,417813.8286
"113","DZA","2010",2.275,424883.9492
"114","DZA","2011",1.403,428983.9841
"115","DZA","2012",1.166,435033.6306
"116","DZA","2013",1.221,438505.0589
"117","DZA","2014",1.713,446248.8006
"118","DZA","2015",1.153,453596.9888
"119","DZA","2016",1.787,458872.9912
"120","DZA","2017",1.533,455829.8777
"121","DZA","2018",1.231,452602.8279
"122","DZA","2019",1.107,448797.0869
"123","DZA","2020",1.905,418593.3048
"124","DZA","2021",2.36,425709.658
"125","DZA","2022",1.776,432236.4819
"126","ASM","2002",1.13,12461.96951
"127","ASM","2003",0.712,12633.54102
"128","ASM","2004",0.244,12754.65936
"129","ASM","2005",0.878,12785.13292
"130","ASM","2006",0.48,12351.10931
"131","ASM","2007",0.928,12681.12729
"132","ASM","2008",0.498,12452.80993
"133","ASM","2010",1.131,12197.12301
"134","ASM","2011",0.681,12318.17345
"135","ASM","2012",0.72,11920.06109
"136","ASM","2013",1.012,11774.69573
"137","ASM","2014",0.84,12160.79055
"138","ASM","2015",0.679,12751.12911
"139","ASM","2016",1.209,12765.62004
"140","ASM","2017",1.105,12110.06207
"141","ASM","2018",0.859,12700.31389
"142","ASM","2019",1.209,12932.94732
"143","ASM","2020",1.101,13834.46275
"144","ASM","2021",0.938,14077.93938
"145","ASM","2022",0.925,14568.69876
"146","AND","1970",0.106,38449.80414
"147","AND","1971",-0.333,37478.52158
"148","AND","1972",-0.479,37852.26988
"149","AND","1973",-0.003,38189.41133
"150","AND","1974",-0.383,37837.80289
"151","AND","1975",0.223,35789.83829
"152","AND","1976",-0.062,34884.72794
"153","AND","1977",-0.109,33956.54138
"154","AND","1978",-0.179,32734.57283
"155","AND","1979",0.034,31244.18892
"156","AND","1980",-0.215,30616.95709
"157","AND","1981",0.145,29438.88634
"158","AND","1982",1.02,28561.79741
"159","AND","1983",0.82,27748.87567
"160","AND","1984",-0.199,27072.98785
"161","AND","1985",0.012,26672.04614
"162","AND","1986",0.35,26455.21199
"163","AND","1987",0.371,26732.76821
"164","AND","1988",0.852,26952.25659
"165","AND","1989",1.147,27167.198
"166","AND","1990",1.712,27178.69533
"167","AND","1991",0.192,26932.996
"168","AND","1992",0.349,26305.8307
"169","AND","1993",0.146,25210.18493
"170","AND","1994",1.478,25015.56269
"171","AND","1995",1.267,24932.9154
"172","AND","1996",0.563,25596.39422
"173","AND","1997",1.761,27686.48001
"174","AND","1998",0.999,28350.10278
"175","AND","1999",1.037,29301.37842
"176","AND","2000",1.036,30132.3812
"177","AND","2001",1.486,31751.25332
"178","AND","2002",0.843,31775.60728
"179","AND","2003",1.966,33109.17775
"180","AND","2004",0.944,34394.6031
"181","AND","2005",0.865,34937.36377
"182","AND","2006",1.495,36437.09253
"183","AND","2007",1.018,37974.87463
"184","AND","2008",0.932,36860.16698
"185","AND","2009",1.4,35946.75838
"186","AND","2010",0.459,36386.27498
"187","AND","2011",1.666,36874.17631
"188","AND","2012",1.252,34819.82172
"189","AND","2013",0.815,33417.96629
"190","AND","2014",1.917,34133.42455
"191","AND","2015",1.631,34562.6237
"192","AND","2016",1.918,35452.44003
"193","AND","2017",1.854,34950.22821
"194","AND","2018",1.835,34948.87553
"195","AND","2019",1.884,35032.1575
"196","AND","2020",2.48,30570.78507
"197","AND","2021",1.45,32545.48675
"198","AND","2022",3.155,35062.1367
"199","AGO","1980",0.31,49684.10559
"200","AGO","1981",-0.064,45839.37666
"201","AGO","1982",0.137,44221.96119
"202","AGO","1983",0.479,44442.3177
"203","AGO","1984",0.642,45438.61623
"204","AGO","1985",0.696,45364.33543
"205","AGO","1986",0.173,45044.69173
"206","AGO","1987",0.711,45298.97774
"207","AGO","1988",0.581,46483.53461
"208","AGO","1989",0.001,44961.23949
"209","AGO","1990",0.693,41981.92373
"210","AGO","1991",0.306,41011.091
"211","AGO","1992",0.456,37382.30925
"212","AGO","1993",0.248,27532.39835
"213","AGO","1994",0.322,27022.878
"214","AGO","1995",0.757,30070.63231
"215","AGO","1996",0.383,33025.20961
"216","AGO","1997",0.235,34265.47776
"217","AGO","1998",1.129,34715.70082
"218","AGO","1999",0.392,34346.76842
"219","AGO","2000",0.205,34266.07219
"220","AGO","2001",0.29,34553.29977
"221","AGO","2002",0.717,37986.96733
"222","AGO","2003",0.912,37809.92499
"223","AGO","2004",0.348,40504.66729
"224","AGO","2005",1.085,44964.0552
"225","AGO","2006",0.455,48387.71692
"226","AGO","2007",0.777,53195.0892
"227","AGO","2008",0.42,57005.47791
"228","AGO","2009",0.636,55410.86939
"229","AGO","2010",1.167,55727.38788
"230","AGO","2011",0.844,55535.0936
"231","AGO","2012",0.558,58055.30601
"232","AGO","2013",1.005,58697.58988
"233","AGO","2014",0.792,59302.60303
"234","AGO","2015",1.326,57735.24986
"235","AGO","2016",1.692,54264.2697
"236","AGO","2017",0.943,52294.09955
"237","AGO","2018",1.306,49848.47731
"238","AGO","2019",1.785,47846.00706
"239","AGO","2020",1.108,43696.59458
"240","AGO","2021",1.401,42842.50181
"241","AGO","2022",1.136,42801.04966
"242","ATG","1977",0.287,16645.56466
"243","ATG","1978",0.36,17317.98314
"244","ATG","1979",0.321,18636.11605
"245","ATG","1980",0.726,20070.11069
"246","ATG","1981",0.748,20775.89569
"247","ATG","1982",0.41,20709.11579
"248","ATG","1983",0.701,21760.90934
"249","ATG","1984",0.11,23989.7763
"250","ATG","1985",0.111,25948.16062
"251","ATG","1986",0.186,29080.81223
"252","ATG","1987",0.803,31180.79447
"253","ATG","1988",0.561,32996.5621
"254","ATG","1989",0.027,34918.46322
"255","ATG","1990",0.477,36145.05075
"256","ATG","1991",0.575,36754.18051
"257","ATG","1992",0.512,36590.57703
"258","ATG","1993",0.635,37834.96832
"259","ATG","1994",0.607,39616.1222
"260","ATG","1995",0.775,37154.48599
"261","ATG","1996",0.52,38813.87969
"262","ATG","1997",0.734,40121.37698
"263","ATG","1998",1.248,41235.5964
"264","ATG","1999",0.66,42040.90991
"265","ATG","2000",0.499,43914.80413
"266","ATG","2002",0.699,41174.25798
"267","ATG","2003",0.977,43183.94564
"268","ATG","2004",0.609,45173.31827
"269","ATG","2005",1.007,47538.91353
"270","ATG","2006",0.75,52900.66545
"271","ATG","2007",0.887,57038.16056
"272","ATG","2008",0.3,56183.96073
"273","ATG","2009",0.521,48712.12995
"274","ATG","2010",1.294,44284.5993
"275","ATG","2011",0.581,42899.60682
"276","ATG","2012",0.684,43047.99599
"277","ATG","2013",0.702,42854.89904
"278","ATG","2014",0.708,43439.86732
"279","ATG","2015",1.002,43722.2179
"280","ATG","2016",1.174,45201.62537
"281","ATG","2017",0.925,46032.98983
"282","ATG","2018",0.788,48961.32102
"283","ATG","2019",0.879,50210.27606
"284","ATG","2020",1.179,40489.94216
"285","ATG","2021",0.879,43545.95093
"286","ATG","2022",0.787,47413.26536
"287","ARG","1961",0.122,9325.685772
"288","ARG","1962",-0.06,9096.802385
"289","ARG","1963",0.165,8475.364035
"290","ARG","1964",-0.345,9185.832739
"291","ARG","1965",0.092,9997.754736
"292","ARG","1966",-0.164,9776.875799
"293","ARG","1967",-0.001,9932.058401
"294","ARG","1968",0.479,10250.69433
"295","ARG","1969",0.297,11070.92754
"296","ARG","1970",0.437,11230.70313
"297","ARG","1971",-0.265,11679.72071
"298","ARG","1972",-0.011,11682.11357
"299","ARG","1973",-0.141,11814.83329
"300","ARG","1974",-0.132,12258.38099
"301","ARG","1975",-0.056,12053.23351
"302","ARG","1976",-0.35,11623.68007
"303","ARG","1977",0.405,12232.62175
"304","ARG","1978",0.332,11495.36139
"305","ARG","1979",0.246,12469.30796
"306","ARG","1980",0.351,12459.64141
"307","ARG","1981",0.354,11627.76258
"308","ARG","1982",0.342,11362.05071
"309","ARG","1983",0.031,11672.81757
"310","ARG","1984",-0.104,11675.3132
"311","ARG","1985",0.303,10903.21385
"312","ARG","1986",0.446,11400.52186
"313","ARG","1987",0.417,11533.30259
"314","ARG","1988",-0.234,11236.85152
"315","ARG","1989",0.572,10278.58278
"316","ARG","1990",0.404,9880.042049
"317","ARG","1991",0.226,10629.93721
"318","ARG","1992",-0.297,11315.57593
"319","ARG","1993",0.039,12079.09412
"320","ARG","1994",0.44,12613.00467
"321","ARG","1995",0.203,12093.7423
"322","ARG","1996",0.457,12602.28021
"323","ARG","1997",0.699,13462.17426
"324","ARG","1998",0.284,13819.50716
"325","ARG","1999",0.098,13198.7194
"326","ARG","2000",-0.249,12947.02147
"327","ARG","2001",0.357,12240.9172
"328","ARG","2002",0.208,10790.86422
"329","ARG","2003",0.584,11623.83581
"330","ARG","2004",0.404,12545.39177
"331","ARG","2005",0.197,13515.46382
"332","ARG","2006",0.509,14452.75876
"333","ARG","2007",-0.261,15596.86958
"334","ARG","2008",0.504,16069.42126
"335","ARG","2009",0.751,14965.7806
"336","ARG","2010",0.045,16439.0564
"337","ARG","2011",0.284,17226.27072
"338","ARG","2012",0.736,16856.71822
"339","ARG","2013",0.419,17070.0712
"340","ARG","2014",0.937,16459.20496
"341","ARG","2015",0.931,16727.43474
"342","ARG","2016",0.48,16207.20083
"343","ARG","2017",1.076,16492.0664
"344","ARG","2018",0.86,15898.08653
"345","ARG","2019",0.751,15425.98292
"346","ARG","2020",1.104,13764.56241
"347","ARG","2021",1.009,15096.13529
"348","ARG","2022",0.628,15698.33992
"349","ARM","1992",-1.305,374865.6418
"350","ARM","1993",-0.936,353467.3009
"351","ARM","1994",0.477,381790.3548
"352","ARM","1995",0.694,414389.6855
"353","ARM","1996",0.474,441871.4523
"354","ARM","1997",0.725,460381.3572
"355","ARM","1998",1.349,498694.7118
"356","ARM","1999",1.556,520698.3834
"357","ARM","2000",1.1,557946.9494
"358","ARM","2001",1.469,618417.1068
"359","ARM","2002",1.199,706382.5671
"360","ARM","2003",0.175,810742.371
"361","ARM","2004",1.142,901234.5924
"362","ARM","2005",0.549,1032737.84
"363","ARM","2006",1.635,1177078.327
"364","ARM","2007",0.744,1348179.614
"365","ARM","2008",0.875,1451334.971
"366","ARM","2009",0.692,1254740.16
"367","ARM","2010",2.772,1290180.068
"368","ARM","2011",0.655,1358804.983
"369","ARM","2012",1.285,1463913.587
"370","ARM","2013",1.355,1519017.192
"371","ARM","2014",1.236,1579939.594
"372","ARM","2015",1.896,1636918.047
"373","ARM","2016",1.331,1647494.762
"374","ARM","2017",0.883,1779696.283
"375","ARM","2018",2.739,1882382.662
"376","ARM","2019",1.864,2036900.857
"377","ARM","2020",1.954,1900346.019
"378","ARM","2021",2.183,2021108.151
"379","ARM","2022",1.845,2284365.946
"380","ABW","1986",-0.151,25967.9779
"381","ABW","1987",0.709,30191.39443
"382","ABW","1988",0.429,35887.38688
"383","ABW","1989",-0.124,40076.00928
"384","ABW","1990",0.183,40956.0001
"385","ABW","1991",0.417,42815.12289
"386","ABW","1992",0.59,43830.11597
"387","ABW","1994",0.404,47814.02222
"388","ABW","1995",0.679,47542.82025
"389","ABW","1996",0.854,46672.77535
"390","ABW","1997",0.611,48471.89157
"391","ABW","1998",1.28,47974.04185
"392","ABW","1999",0.383,47163.50283
"393","ABW","2000",0.097,49486.08208
"394","ABW","2001",0.708,50651.71565
"395","ABW","2002",0.863,49577.21956
"396","ABW","2003",0.917,49630.28993
"397","ABW","2004",0.458,52772.56519
"398","ABW","2005",0.598,52045.68708
"399","ABW","2006",0.632,52014.22907
"400","ABW","2007",0.894,52966.94246
"401","ABW","2008",0.16,53273.82429
"402","ABW","2009",0.429,46475.93993
"403","ABW","2010",1,44696.90459
"404","ABW","2011",0.298,45770.87262
"405","ABW","2012",0.564,44928.98223
"406","ABW","2013",1.031,47461.61547
"407","ABW","2014",0.818,46386.67224
"408","ABW","2015",1.657,45804.24659
"409","ABW","2016",0.995,46317.79561
"410","ABW","2017",1.157,49316.83049
"411","ABW","2018",0.664,50242.21217
"412","ABW","2019",0.986,48863.86631
"413","ABW","2020",1.285,37095.21458
"414","AUS","1961",0.158,29415.43451
"415","AUS","1962",0.132,29077.73227
"416","AUS","1963",-0.097,30298.63014
"417","AUS","1964",-0.015,31783.7378
"418","AUS","1965",0.147,33030.82192
"419","AUS","1966",-0.229,33053.21432
"420","AUS","1967",-0.081,34696.4997
"421","AUS","1968",-0.199,35826.21367
"422","AUS","1969",0.11,37555.89986
"423","AUS","1970",0.007,39465.57928
"424","AUS","1971",-0.01,39680.21953
"425","AUS","1972",0.103,40480.83782
"426","AUS","1973",0.841,40910.91181
"427","AUS","1974",-0.348,41526.70699
"428","AUS","1975",0.053,41566.76024
"429","AUS","1976",-0.52,42217.41609
"430","AUS","1977",0.164,43245.20857
"431","AUS","1978",0.058,43127.10684
"432","AUS","1979",0.345,44391.62188
"433","AUS","1980",0.843,45185.0667
"434","AUS","1981",0.446,45970.58552
"435","AUS","1982",0.138,46682.78908
"436","AUS","1983",0.582,45023.95561
"437","AUS","1984",-0.211,46529.35407
"438","AUS","1985",0.294,48337.213
"439","AUS","1986",0.336,49532.44248
"440","AUS","1987",0.312,50034.8195
"441","AUS","1988",0.916,52055.07277
"442","AUS","1989",0.1,53166.40197
"443","AUS","1990",0.5,54260.24346
"444","AUS","1991",0.763,53368.43779
"445","AUS","1992",0.24,52999.96253
"446","AUS","1993",0.436,54655.54261
"447","AUS","1994",0.17,56285.96788
"448","AUS","1995",0.358,57824.03906
"449","AUS","1996",0.539,59333.70781
"450","AUS","1997",0.321,60992.00691
"451","AUS","1998",1.028,63203.10041
"452","AUS","1999",0.516,65658.49809
"453","AUS","2000",0.084,67456.84778
"454","AUS","2001",0.275,67944.91909
"455","AUS","2002",0.667,69849.77335
"456","AUS","2003",0.775,71185.11849
"457","AUS","2004",0.656,73403.17093
"458","AUS","2005",1.126,74802.28325
"459","AUS","2006",0.639,75833.04378
"460","AUS","2007",0.855,77271.37548
"461","AUS","2008",0.546,78454.48668
"462","AUS","2009",0.95,78308.73931
"463","AUS","2010",0.593,78816.57154
"464","AUS","2011",0.135,79601.43642
"465","AUS","2012",0.228,81288.92802
"466","AUS","2013",1.413,81984.19336
"467","AUS","2014",1.107,82876.42798
"468","AUS","2015",0.996,83490.90601
"469","AUS","2016",1.102,84481.33011
"470","AUS","2017",1.079,85028.34269
"471","AUS","2018",1.061,86200.3269
"472","AUS","2019",1.346,86788.63632
"473","AUS","2020",1.337,85437.82648
"474","AUS","2021",0.569,87119.29558
"475","AUS","2022",0.681,89720.15194
"476","AUT","1961",1.028,11400.47565
"477","AUT","1962",-0.623,11630.93281
"478","AUT","1963",-0.728,12034.69671
"479","AUT","1964",-0.369,12686.89736
"480","AUT","1965",-0.88,13043.4008
"481","AUT","1966",0.609,13683.11165
"482","AUT","1967",0.684,13989.75152
"483","AUT","1968",0.218,14539.72248
"484","AUT","1969",-0.12,15398.94679
"485","AUT","1970",-0.544,16315.2606
"486","AUT","1971",-0.054,17073.42141
"487","AUT","1972",0.108,18028.23228
"488","AUT","1973",-0.027,18805.41239
"489","AUT","1974",0.318,19513.50631
"490","AUT","1975",0.867,19494.18207
"491","AUT","1976",0.222,20422.76207
"492","AUT","1977",0.506,21451.99731
"493","AUT","1978",-0.469,21424.14608
"494","AUT","1979",-0.106,22610.28277
"495","AUT","1980",-0.266,23001.75218
"496","AUT","1981",0.286,22910.06248
"497","AUT","1982",0.395,23354.08733
"498","AUT","1983",1.073,24087.31881
"499","AUT","1984",-0.239,24101.18663
"500","AUT","1985",-0.562,24691.80203
"501","AUT","1986",0.325,25244.01007
"502","AUT","1987",-0.255,25570.42656
"503","AUT","1988",0.828,26375.83017
"504","AUT","1989",1.112,27277.91041
"505","AUT","1990",1.271,28247.24396
"506","AUT","1991",0.135,28929.1286
"507","AUT","1992",1.256,29211.50358
"508","AUT","1993",0.536,29124.23294
"509","AUT","1994",1.967,29709.26944
"510","AUT","1995",0.949,30455.24326
"511","AUT","1996",-0.193,31128.74115
"512","AUT","1997",0.524,31744.46015
"513","AUT","1998",1.354,32845.30404
"514","AUT","1999",0.992,33947.27866
"515","AUT","2000",1.774,35008.9583
"516","AUT","2001",1.508,35317.12784
"517","AUT","2002",1.542,35724.22001
"518","AUT","2003",1.474,35885.31714
"519","AUT","2004",0.84,36638.80515
"520","AUT","2005",0.638,37206.66168
"521","AUT","2006",0.919,38301.80921
"522","AUT","2007",2.151,39600.90348
"523","AUT","2008",1.597,40053.66343
"524","AUT","2009",1.554,38444.97211
"525","AUT","2010",0.668,39057.23794
"526","AUT","2011",1.384,40063.52749
"527","AUT","2012",1.792,40152.64904
"528","AUT","2013",1.105,39926.87112
"529","AUT","2014",2.421,39878.01234
"530","AUT","2015",2.175,39833.53233
"531","AUT","2016",2.1,40189.03431
"532","AUT","2017",1.746,40812.25534
"533","AUT","2018",2.53,41598.99852
"534","AUT","2019",2.375,42015.15779
"535","AUT","2020",2.322,39065.76684
"536","AUT","2021",1.41,40544.29662
"537","AUT","2022",2.538,42088.61106
"538","AZE","1992",-0.84,1194.806727
"539","AZE","1993",-1.016,904.9840823
"540","AZE","1994",0.093,716.9685844
"541","AZE","1995",1.004,625.1003208
"542","AZE","1996",0.233,626.8519387
"543","AZE","1997",0.577,656.8423054
"544","AZE","1998",1.177,715.7012006
"545","AZE","1999",1.224,761.9468354
"546","AZE","2000",1.088,839.5970604
"547","AZE","2001",1.396,915.5958921
"548","AZE","2002",1.43,994.5692521
"549","AZE","2003",-0.104,1087.824644
"550","AZE","2004",1.323,1178.130825
"551","AZE","2005",0.879,1492.22162
"552","AZE","2006",1.524,1985.109699
"553","AZE","2007",0.979,2453.410684
"554","AZE","2008",0.882,2660.906669
"555","AZE","2009",0.778,2848.516621
"556","AZE","2010",2.328,2956.945151
"557","AZE","2011",0.733,2921.58473
"558","AZE","2012",1.421,2945.444849
"559","AZE","2013",1.498,3076.517737
"560","AZE","2014",1.153,3121.925199
"561","AZE","2015",1.594,3118.705827
"562","AZE","2016",1.356,2988.43213
"563","AZE","2017",1.199,2965.169692
"564","AZE","2018",2.131,2983.686767
"565","AZE","2019",1.878,3032.495421
"566","AZE","2020",1.889,2882.304968
"567","AZE","2021",1.958,3030.78691
"568","AZE","2022",2.029,3169.451454
"569","BHS","1961",0.016,20812.35886
"570","BHS","1962",-0.14,21879.45549
"571","BHS","1963",-0.173,23027.27911
"572","BHS","1964",0.116,24318.66732
"573","BHS","1965",0.008,25729.80851
"574","BHS","1966",-0.166,26863.34598
"575","BHS","1967",-0.18,28162.41441
"576","BHS","1968",-0.317,29194.56944
"577","BHS","1969",-0.108,30474.2158
"578","BHS","1970",-0.539,27727.81456
"579","BHS","1971",-0.132,27368.13531
"580","BHS","1972",0.449,25748.40516
"581","BHS","1973",0.31,27069.91298
"582","BHS","1974",0.068,22055.53303
"583","BHS","1975",0.466,18407.70285
"584","BHS","1976",-0.19,18966.18814
"585","BHS","1977",0.118,20266.12551
"586","BHS","1978",0.179,22657.41737
"587","BHS","1979",0.262,28005.51084
"588","BHS","1980",0.41,29247.92274
"589","BHS","1981",-0.064,26059.76291
"590","BHS","1982",0.521,27299.97351
"591","BHS","1983",0.211,27754.90697
"592","BHS","1984",0.088,31086.30528
"593","BHS","1985",0.301,31955.60452
"594","BHS","1986",0.287,31898.32647
"595","BHS","1987",0.456,32231.67469
"596","BHS","1988",0.403,32364.09376
"597","BHS","1989",0.681,33885.48581
"598","BHS","1990",0.789,32705.73255
"599","BHS","1991",0.81,30727.42612
"600","BHS","1992",0.298,28932.00697
"601","BHS","1993",0.372,28397.56458
"602","BHS","1994",0.786,28710.6212
"603","BHS","1995",0.734,29411.8583
"604","BHS","1996",0.083,30113.34096
"605","BHS","1997",0.843,29986.03996
"606","BHS","1998",0.989,30880.03095
"607","BHS","1999",0.684,32582.61728
"608","BHS","2000",0.269,33439.17493
"609","BHS","2001",0.2,33837.13663
"610","BHS","2002",0.92,34297.10002
"611","BHS","2003",1.067,33414.28107
"612","BHS","2004",0.398,33257.25978
"613","BHS","2005",0.477,33920.54145
"614","BHS","2006",0.389,34294.96631
"615","BHS","2007",0.913,34304.35099
"616","BHS","2008",0.894,33033.53133
"617","BHS","2009",0.487,31201.68887
"618","BHS","2010",0.382,31239.15
"619","BHS","2011",0.458,31041.67218
"620","BHS","2012",0.539,31655.41628
"621","BHS","2013",0.751,30463.11422
"622","BHS","2014",1.066,30748.25701
"623","BHS","2015",1.267,30772.58039
"624","BHS","2016",1.207,30284.91626
"625","BHS","2017",1.476,30812.4906
"626","BHS","2018",1.18,31483.97884
"627","BHS","2019",1.6,31045.06905
"628","BHS","2020",1.715,23635.14248
"629","BHS","2021",0.714,27552.18114
"630","BHS","2022",1.304,31351.22346
"631","BHR","1980",0.379,7906.093851
"632","BHR","1981",0.435,7191.521077
"633","BHR","1982",-0.082,6417.106417
"634","BHR","1983",-0.847,6594.313836
"635","BHR","1984",0.03,6685.679731
"636","BHR","1985",0.483,6145.354129
"637","BHR","1986",0.779,5999.535536
"638","BHR","1987",0.54,6391.050979
"639","BHR","1988",0.619,6601.127785
"640","BHR","1989",0.029,6399.89927
"641","BHR","1990",0.43,6463.431887
"642","BHR","1991",-0.258,6947.620817
"643","BHR","1992",-0.581,7157.680307
"644","BHR","1993",0.085,7807.327866
"645","BHR","1994",0.951,7531.840662
"646","BHR","1995",0.198,7576.506116
"647","BHR","1996",0.637,7640.801035
"648","BHR","1997",0.314,7637.103133
"649","BHR","1998",1.368,7766.802035
"650","BHR","1999",2.002,7870.801132
"651","BHR","2000",1.155,8063.018489
"652","BHR","2001",1.263,8050.946448
"653","BHR","2002",1.626,8119.651381
"654","BHR","2003",1.297,8298.953044
"655","BHR","2004",1.42,8290.337404
"656","BHR","2005",1.095,8179.541224
"657","BHR","2006",1.835,8089.128418
"658","BHR","2007",1.041,8174.501121
"659","BHR","2008",1.292,8138.944452
"660","BHR","2009",1.176,7856.650498
"661","BHR","2010",2.224,7966.242188
"662","BHR","2011",1.365,8134.763716
"663","BHR","2012",1.313,8349.436176
"664","BHR","2013",1.435,8545.447196
"665","BHR","2014",1.721,8580.816301
"666","BHR","2015",2.243,8464.770927
"667","BHR","2016",1.655,8470.462047
"668","BHR","2017",2.118,8547.878482
"669","BHR","2018",2.28,8549.313338
"670","BHR","2019",2.127,8694.542588
"671","BHR","2020",1.989,8384.530098
"672","BHR","2021",2.421,8691.934612
"673","BHR","2022",1.971,9058.917305
"674","BGD","1961",0.128,45178.98221
"675","BGD","1962",-0.296,46235.56921
"676","BGD","1963",-0.115,44661.0567
"677","BGD","1964",0.083,48086.08025
"678","BGD","1965",-0.215,47417.19279
"679","BGD","1966",0.312,47209.86028
"680","BGD","1967",-0.213,44952.37094
"681","BGD","1968",-0.224,47763.63937
"682","BGD","1969",-0.001,46973.2507
"683","BGD","1970",-0.027,48382.73694
"684","BGD","1971",-0.591,45173.5842
"685","BGD","1972",-0.031,38317.29174
"686","BGD","1973",0.169,38590.96479
"687","BGD","1974",-0.14,41247.28316
"688","BGD","1975",-0.092,38632.86876
"689","BGD","1976",-0.095,39922.30963
"690","BGD","1977",-0.264,40067.39835
"691","BGD","1978",-0.208,41899.09609
"692","BGD","1979",0.497,42892.0259
"693","BGD","1980",0.142,42201.77049
"694","BGD","1981",-0.158,44085.8579
"695","BGD","1982",-0.031,43806.2378
"696","BGD","1983",-0.116,44261.75469
"697","BGD","1984",-0.297,45153.49686
