year,region,elec_tot,elec_res,elec_serv,elec_ind,gdp,pop
2015,서울,45381.482,12964.825,30375.292,2041.365,370167867,9941162
2015,세종,2641.139,272.724,766.151,1602.264,9261543,187202
2015,울산,30286.141,1450.241,3928.438,24907.462,72854409,1163719
2015,인천,23211.765,3662.376,7266.543,12282.846,80137506,2882868
2015,전남,32637.828,2205.174,6045.344,24387.310,68878376,1796578
2015,전북,22086.860,2276.416,5669.138,14141.306,47018028,1835125
2015,제주,4429.553,675.632,2229.196,1524.725,16946709,599252
2015,충남,47286.061,2509.792,7760.316,37015.953,101299131,2102811
2015,충북,22949.031,1940.308,5670.154,15338.569,55191633,1589264
2016,강원,16498.769,1928.362,7518.305,7052.102,42047331,1520686
2016,경기,109403.899,16311.036,37556.383,55536.480,399827962,12600313
2016,경남,34497.476,4226.226,9805.211,20466.039,107343355,3337708
2016,경북,44647.504,3293.587,9662.786,31691.131,105745496,2683339
2016,광주,8558.367,1948.144,3664.480,2945.743,35933462,1502125
2016,대구,15268.111,3143.661,6148.555,5975.895,51823902,2461272
2016,대전,9379.634,1899.110,4881.042,2599.482,38456557,1536169
2016,부산,20467.091,4472.262,8760.626,7234.203,84114530,3446962
2016,서울,46493.236,13311.577,31251.430,1930.229,380679274,9842501
2016,세종,2801.866,333.148,865.474,1603.244,9729904,234410
2016,울산,32095.222,1488.489,4293.297,26313.436,73477668,1166202
2016,인천,23875.858,3819.581,7738.039,12318.238,82257112,2907366
2016,전남,33096.901,2281.952,6353.407,24461.542,70449724,1798310
2016,전북,22733.496,2340.425,5871.554,14521.517,46664550,1835243
2016,제주,4738.201,735.092,2428.538,1574.571,18307842,618119
2016,충남,48453.932,2629.227,8232.709,37591.996,104503363,2126174
2016,충북,24008.863,2011.175,5857.157,16140.531,58380533,1600904
2017,강원,16552.815,1940.933,7604.170,7007.712,43761362,1520879
2017,경기,114847.860,16587.710,38968.213,59291.937,426172886,12785790
2017,경남,34647.865,4260.988,10095.297,20291.580,106561346,3339275
2017,경북,45455.611,3302.463,10065.517,32087.631,104429785,2675128
2017,광주,8683.650,1954.876,3740.500,2988.274,36384616,1495392
2017,대구,15386.371,3151.904,6296.834,5937.633,52721214,2457769
2017,대전,9423.804,1872.890,4910.602,2640.312,38772485,1527784
2017,부산,21007.359,4473.510,8888.045,7645.804,85441974,3424409
2017,서울,46298.158,13131.172,31228.879,1938.107,389584629,9766399
2017,세종,2918.757,384.903,945.099,1588.755,10140164,265517
2017,울산,31609.850,1487.143,4139.251,25983.456,72968962,1158787
2017,인천,24515.314,3856.852,8076.164,12582.298,85791563,2923859
2017,전남,33562.076,2284.124,6654.683,24623.269,71340179,1795036
2017,전북,22799.648,2326.183,6007.286,14466.179,47553099,1828527
2017,제주,5013.546,782.601,2610.459,1620.486,19144657,634919
2017,충남,50180.209,2691.823,8254.052,39234.334,110165655,2153380
2017,충북,24843.494,2027.281,6071.778,16744.435,61953139,1609061
2018,강원,16845.836,2060.563,7936.747,6848.526,44574334,1520816
2018,경기,122695.954,18016.468,41387.394,63292.092,451914662,13031356
2018,경남,35158.611,4482.335,10429.993,20246.283,107224316,3355874
2018,경북,45958.813,3498.309,10446.240,32014.264,103149107,2674333
2018,광주,8773.811,2056.435,3846.709,2870.667,38216077,1493417
2018,대구,15675.749,3314.918,6502.828,5858.003,53964991,2449789
2018,대전,9648.827,1970.225,5128.876,2549.726,39135729,1517902
2018,부산,21216.605,4660.700,9105.731,7450.174,86889875,3400027
2018,서울,47810.210,13766.796,32297.703,1745.711,403605888,9704546
2018,세종,3087.692,470.529,1031.092,1586.071,10423610,303582
2018,울산,33748.169,1552.259,4285.255,27910.655,71344390,1154482
2018,인천,24921.927,4112.199,8558.318,12251.410,86426825,2938875
2018,전남,34118.389,2380.293,6878.725,24859.371,72888289,1790233
2018,전북,22961.959,2431.432,6272.350,14258.177,48350793,1820168
2018,제주,5272.603,831.090,2752.105,1689.408,18968300,652693
2018,충남,52012.706,2897.959,8523.766,40590.981,110873163,2179663
2018,충북,26239.895,2184.680,6372.071,17683.144,65830010,1618877
