date,code,site,area,totalpop,dometpop,lftpop,sftpop,dmax,dmin,dfpop,nfpop,dfmax,outside,inside,internal,dailydust,pmbaddummy,pmday,pmwarn,temp,tempspr,rainfall,humidity,daydummy,dailydust_1,dailydust_2,dailydust_3
2020-03-29,11680,강남구,동남권,700750.635 ,674480.537 ,15825.452 ,10444.645 ,736164.204 ,667322.160 ,723309.997 ,684636.804 ,290679.033 ,66038.441 ,107918.774 ,116721.818 ,18 ,0 ,0 ,0 ,9 ,76 ,0 ,31 ,1 ,9 ,25 ,34 
2020-03-30,11680,강남구,동남권,883525.222 ,849906.166 ,21100.330 ,12518.726 ,1115743.895 ,676936.350 ,1071498.604 ,749258.521 ,665440.206 ,206071.488 ,123651.826 ,335716.892 ,31 ,0 ,0 ,0 ,10 ,104 ,0 ,38 ,0 ,18 ,9 ,25 
2020-03-31,11680,강남구,동남권,896310.707 ,861077.985 ,21287.369 ,13945.352 ,1124080.520 ,697948.084 ,1079664.492 ,765343.717 ,671094.108 ,206879.855 ,124689.917 ,339524.336 ,29 ,0 ,0 ,0 ,12 ,142 ,0 ,35 ,0 ,31 ,18 ,9 
2020-04-01,11680,강남구,동남권,893853.365 ,857667.577 ,21251.286 ,14934.502 ,1119350.415 ,700643.852 ,1075149.621 ,764356.040 ,687358.880 ,208485.618 ,130509.006 ,348364.257 ,31 ,0 ,0 ,0 ,11 ,128 ,0 ,36 ,0 ,29 ,31 ,18 
2020-04-02,11680,강남구,동남권,889796.982 ,855116.336 ,21216.921 ,13463.725 ,1112128.821 ,698975.169 ,1067860.694 ,762608.617 ,686586.051 ,207794.123 ,131455.118 ,347336.810 ,25 ,0 ,0 ,0 ,9 ,86 ,0 ,41 ,0 ,31 ,29 ,31 
2020-04-03,11680,강남구,동남권,883081.968 ,850151.905 ,20945.400 ,11984.664 ,1098174.671 ,695903.020 ,1055737.007 ,759756.941 ,674102.418 ,202706.280 ,131225.489 ,340170.650 ,33 ,0 ,0 ,0 ,10 ,100 ,0 ,54 ,0 ,25 ,31 ,29 
2020-04-04,11680,강남구,동남권,744682.124 ,715418.236 ,17419.781 ,11844.107 ,820512.230 ,679580.272 ,796986.915 ,707321.558 ,384245.473 ,102214.416 ,115862.369 ,166168.688 ,28 ,0 ,0 ,0 ,9 ,79 ,0 ,36 ,1 ,33 ,25 ,31 
2020-04-05,11680,강남구,동남권,699790.053 ,671277.174 ,15324.774 ,13188.105 ,731975.113 ,667758.002 ,720968.910 ,684662.298 ,293685.833 ,65039.447 ,111937.535 ,116708.851 ,23 ,0 ,0 ,0 ,7 ,52 ,0 ,30 ,1 ,28 ,33 ,25 
2020-04-06,11680,강남구,동남권,887381.234 ,852636.749 ,20679.090 ,14065.395 ,1122822.545 ,679174.450 ,1078317.450 ,750998.223 ,698558.025 ,214240.698 ,131683.263 ,352634.064 ,21 ,0 ,0 ,0 ,9 ,86 ,0 ,38 ,0 ,23 ,28 ,33 
2020-04-07,11680,강남구,동남권,896847.277 ,862027.838 ,21314.910 ,13504.530 ,1128462.934 ,698158.651 ,1084162.795 ,763050.478 ,702748.879 ,215010.227 ,132064.948 ,355673.704 ,26 ,0 ,0 ,0 ,11 ,112 ,0 ,57 ,0 ,21 ,23 ,28 
2020-04-08,11680,강남구,동남권,892877.241 ,858545.111 ,21187.702 ,13144.428 ,1121886.320 ,695247.543 ,1077433.600 ,761051.271 ,695945.424 ,211420.442 ,130946.301 ,353578.682 ,20 ,0 ,0 ,0 ,9 ,88 ,0 ,26 ,0 ,26 ,21 ,23 
2020-04-09,11680,강남구,동남권,893250.391 ,859756.051 ,21245.111 ,12249.229 ,1119822.597 ,695754.352 ,1076614.093 ,762276.319 ,695562.967 ,211627.392 ,131777.616 ,352157.960 ,25 ,0 ,0 ,0 ,9 ,79 ,0 ,45 ,0 ,20 ,26 ,21 
2020-04-10,11680,강남구,동남권,890660.419 ,857177.400 ,21424.939 ,12058.080 ,1117431.031 ,694624.387 ,1071838.615 ,761247.422 ,692082.400 ,209491.838 ,131784.293 ,350806.268 ,27 ,0 ,0 ,0 ,11 ,114 ,0 ,53 ,0 ,25 ,20 ,26 
2020-04-11,11680,강남구,동남권,749169.998 ,721067.010 ,17712.832 ,10390.155 ,833634.241 ,676867.927 ,807419.466 ,707563.234 ,396783.072 ,107747.439 ,116809.055 ,172226.578 ,23 ,0 ,0 ,0 ,10 ,98 ,0 ,64 ,1 ,27 ,25 ,20 
2020-04-12,11680,강남구,동남권,700786.221 ,675183.686 ,15306.878 ,10295.656 ,741313.231 ,663361.712 ,728136.206 ,681250.517 ,302824.210 ,70562.867 ,112601.784 ,119659.559 ,19 ,0 ,0 ,0 ,10 ,98 ,0 ,59 ,1 ,23 ,27 ,25 
2020-04-13,11680,강남구,동남권,879936.623 ,849142.800 ,20808.472 ,9985.350 ,1114420.975 ,672326.315 ,1070255.806 ,743994.349 ,697640.616 ,214712.827 ,131998.817 ,350928.972 ,13 ,0 ,0 ,0 ,12 ,154 ,0 ,39 ,0 ,19 ,23 ,27 
2020-04-14,11680,강남구,동남권,892792.446 ,860879.438 ,21447.045 ,10465.963 ,1120147.821 ,689181.100 ,1078351.964 ,760249.933 ,701851.781 ,215219.632 ,132337.372 ,354294.778 ,29 ,0 ,0 ,0 ,13 ,169 ,0 ,47 ,0 ,13 ,19 ,23 
2020-04-15,11680,강남구,동남권,735111.472 ,707956.390 ,18051.435 ,9103.648 ,790007.838 ,687619.463 ,773497.601 ,707692.808 ,356483.547 ,83104.318 ,121222.730 ,152156.499 ,38 ,1 ,1 ,0 ,13 ,174 ,0 ,40 ,0 ,29 ,13 ,19 
2020-04-16,11680,강남구,동남권,885267.596 ,855050.457 ,21471.274 ,8745.865 ,1115789.334 ,678682.841 ,1072518.753 ,751516.770 ,697580.599 ,215442.281 ,131953.944 ,350184.374 ,31 ,0 ,0 ,0 ,16 ,256 ,0 ,40 ,0 ,38 ,29 ,13 
2020-04-17,11680,강남구,동남권,886699.886 ,856749.695 ,20955.596 ,8994.594 ,1112654.104 ,690096.524 ,1068473.002 ,756861.945 ,684058.300 ,209561.199 ,131004.719 ,343492.383 ,22 ,0 ,0 ,0 ,13 ,156 ,7 ,78 ,0 ,31 ,38 ,29 
2020-04-18,11680,강남구,동남권,753068.318 ,725225.960 ,17802.449 ,10039.908 ,841303.424 ,680695.584 ,814977.771 ,708847.281 ,414218.442 ,115357.744 ,118422.110 ,180438.589 ,14 ,0 ,0 ,0 ,14 ,182 ,0 ,68 ,1 ,22 ,31 ,38 
2020-04-19,11680,강남구,동남권,706622.939 ,681264.036 ,15510.702 ,9848.202 ,752347.889 ,665350.324 ,736131.057 ,685545.712 ,307399.853 ,73150.452 ,111918.340 ,122331.061 ,17 ,0 ,0 ,0 ,12 ,151 ,10 ,76 ,1 ,14 ,22 ,31 
2020-04-20,11680,강남구,동남권,891161.715 ,859503.829 ,21016.427 ,10641.460 ,1126697.675 ,678113.266 ,1084226.268 ,753258.464 ,701984.898 ,218190.028 ,131507.104 ,352287.766 ,8 ,0 ,0 ,0 ,10 ,100 ,0 ,73 ,0 ,17 ,14 ,22 
2020-04-21,11680,강남구,동남권,901933.097 ,870456.055 ,21366.614 ,10110.427 ,1138012.588 ,697567.847 ,1092683.483 ,765682.821 ,714917.297 ,222129.895 ,133711.432 ,359075.970 ,10 ,0 ,0 ,0 ,7 ,55 ,0 ,49 ,0 ,8 ,17 ,14 
2020-04-22,11680,강남구,동남권,900202.341 ,869601.197 ,21313.505 ,9287.639 ,1131585.387 ,697336.151 ,1087793.063 ,766208.968 ,706584.268 ,219579.941 ,131696.687 ,355307.640 ,10 ,0 ,0 ,0 ,6 ,36 ,0 ,47 ,0 ,10 ,8 ,17 
2020-04-23,11680,강남구,동남권,901193.127 ,871710.610 ,21301.661 ,8180.856 ,1132245.042 ,695735.914 ,1088138.853 ,767660.466 ,712463.478 ,221881.050 ,132908.263 ,357674.164 ,13 ,0 ,0 ,0 ,8 ,62 ,0 ,48 ,0 ,10 ,10 ,8 
2020-04-24,11680,강남구,동남권,897914.811 ,868678.163 ,21542.721 ,7693.927 ,1124308.059 ,698489.840 ,1079470.817 ,768231.950 ,705655.986 ,217490.253 ,133393.976 ,354771.758 ,14 ,0 ,0 ,0 ,10 ,98 ,0 ,56 ,0 ,13 ,10 ,10 
2020-04-25,11680,강남구,동남권,759397.387 ,734170.939 ,18045.743 ,7180.705 ,853337.383 ,682128.521 ,824809.244 ,712674.633 ,427634.940 ,122994.934 ,120401.324 ,184238.682 ,22 ,0 ,0 ,0 ,13 ,172 ,0 ,54 ,1 ,14 ,13 ,10 
2020-04-26,11680,강남구,동남권,706616.256 ,684547.260 ,15692.599 ,6376.397 ,751275.650 ,666164.462 ,737248.431 ,684736.132 ,330254.138 ,81197.878 ,116188.427 ,132867.833 ,15 ,0 ,0 ,0 ,12 ,151 ,0 ,43 ,1 ,22 ,14 ,13 
2020-04-27,11680,강남구,동남권,890921.527 ,863349.607 ,21308.683 ,6263.237 ,1129245.824 ,672430.000 ,1086748.132 ,751045.381 ,717667.534 ,225128.054 ,133316.904 ,359222.575 ,17 ,0 ,0 ,0 ,13 ,166 ,0 ,50 ,0 ,15 ,22 ,14 
2020-04-28,11680,강남구,동남권,904813.821 ,876459.559 ,21833.480 ,6520.782 ,1141979.075 ,691471.235 ,1098122.496 ,766736.196 ,728194.285 ,228330.161 ,133695.863 ,366168.262 ,19 ,0 ,0 ,0 ,14 ,193 ,0 ,50 ,0 ,17 ,15 ,22 
2020-04-29,11680,강남구,동남권,899929.815 ,871780.130 ,21519.634 ,6630.052 ,1126818.136 ,693504.180 ,1085462.153 ,767406.717 ,717107.378 ,224143.244 ,132815.680 ,360148.454 ,25 ,0 ,0 ,0 ,15 ,222 ,0 ,49 ,0 ,19 ,17 ,15 
2020-04-30,11680,강남구,동남권,721683.190 ,696961.767 ,17799.091 ,6922.333 ,772056.336 ,662784.742 ,756316.411 ,696945.174 ,369750.577 ,97233.407 ,115084.785 ,157432.385 ,20 ,0 ,0 ,0 ,17 ,292 ,0 ,57 ,0 ,25 ,19 ,17 
2020-05-01,11680,강남구,동남권,710893.575 ,686789.575 ,17344.420 ,6759.579 ,781098.278 ,648448.074 ,761698.287 ,674604.495 ,390925.171 ,103225.207 ,117493.718 ,170206.247 ,30 ,0 ,0 ,0 ,20 ,408 ,0 ,74 ,0 ,20 ,25 ,19 
2020-05-02,11680,강남구,동남권,705772.106 ,682627.002 ,16987.610 ,6157.493 ,789380.623 ,642160.276 ,764198.923 ,664038.665 ,390830.677 ,111057.463 ,111787.907 ,167985.308 ,30 ,0 ,0 ,0 ,20 ,412 ,0 ,80 ,1 ,30 ,20 ,25 
2020-05-03,11680,강남구,동남권,673333.123 ,652741.339 ,14999.996 ,5591.788 ,714291.684 ,632238.119 ,701784.637 ,653010.613 ,316423.005 ,77987.547 ,110637.239 ,127798.219 ,18 ,0 ,0 ,0 ,22 ,475 ,0 ,69 ,1 ,30 ,30 ,20 
2020-05-04,11680,강남구,동남권,803540.239 ,776693.027 ,19726.084 ,7121.129 ,968015.800 ,650688.108 ,932657.363 ,711313.722 ,566689.402 ,164719.482 ,126926.805 ,275043.115 ,17 ,0 ,0 ,0 ,20 ,408 ,0 ,64 ,0 ,18 ,30 ,30 
2020-05-05,11680,강남구,동남권,710297.592 ,686115.124 ,17262.568 ,6919.900 ,756358.319 ,666363.092 ,741374.623 ,688099.712 ,338644.352 ,79357.868 ,118541.425 ,140745.058 ,21 ,0 ,0 ,0 ,16 ,256 ,0 ,68 ,0 ,17 ,18 ,30 
2020-05-06,11680,강남구,동남권,899689.172 ,871147.878 ,21664.168 ,6877.125 ,1148917.364 ,672793.698 ,1102760.549 ,754638.188 ,737405.753 ,227920.351 ,136248.364 ,373237.037 ,17 ,0 ,0 ,0 ,19 ,376 ,0 ,50 ,0 ,21 ,17 ,18 
2020-05-07,11680,강남구,동남권,908428.379 ,879688.892 ,22096.409 ,6643.078 ,1147105.719 ,692553.529 ,1102675.203 ,769680.648 ,736484.883 ,228012.219 ,136762.991 ,371709.673 ,13 ,0 ,0 ,0 ,21 ,428 ,0 ,33 ,0 ,17 ,21 ,17 
2020-05-08,11680,강남구,동남권,898902.511 ,870416.330 ,21958.352 ,6527.830 ,1133819.875 ,693429.168 ,1088309.813 ,763611.582 ,726117.841 ,222813.319 ,136500.510 ,366804.012 ,13 ,0 ,0 ,0 ,20 ,396 ,2 ,33 ,0 ,13 ,17 ,21 
2020-05-09,11680,강남구,동남권,765976.997 ,741240.090 ,17831.797 ,6905.110 ,877863.689 ,676453.443 ,842839.948 ,711074.890 ,435563.304 ,128050.195 ,118533.173 ,188979.937 ,9 ,0 ,0 ,0 ,14 ,202 ,24 ,94 ,1 ,13 ,13 ,17 
2020-05-10,11680,강남구,동남권,709212.003 ,686309.227 ,15717.358 ,7185.418 ,763940.638 ,660648.232 ,747224.284 ,682060.374 ,337822.759 ,86172.345 ,115287.411 ,136363.003 ,18 ,0 ,0 ,0 ,14 ,207 ,1 ,89 ,1 ,9 ,13 ,13 
2020-05-11,11680,강남구,동남권,890488.255 ,862853.506 ,21352.949 ,6281.799 ,1134376.237 ,669955.781 ,1090266.718 ,747789.352 ,722333.111 ,224286.456 ,133688.434 ,364358.221 ,25 ,0 ,0 ,0 ,17 ,272 ,3 ,61 ,0 ,18 ,9 ,13 
2020-05-12,11680,강남구,동남권,902420.932 ,872171.668 ,21648.674 ,8600.590 ,1141028.486 ,687290.064 ,1097844.839 ,762832.426 ,722228.402 ,224193.495 ,134227.206 ,363807.700 ,16 ,0 ,0 ,0 ,14 ,204 ,1 ,69 ,0 ,25 ,18 ,9 
2020-05-13,11680,강남구,동남권,907000.599 ,873362.274 ,21816.397 ,11821.928 ,1146447.749 ,696313.320 ,1100656.240 ,768675.141 ,722567.142 ,223231.136 ,134342.018 ,364993.988 ,10 ,0 ,0 ,0 ,16 ,259 ,0 ,47 ,0 ,16 ,25 ,18 
2020-05-14,11680,강남구,동남권,902458.970 ,869763.891 ,21952.335 ,10742.743 ,1133597.097 ,694589.039 ,1091709.108 ,767280.300 ,712494.631 ,219623.917 ,133267.332 ,359603.383 ,14 ,0 ,0 ,0 ,19 ,372 ,0 ,35 ,0 ,10 ,16 ,25 
2020-05-15,11680,강남구,동남권,897876.172 ,866071.972 ,21293.420 ,10510.781 ,1127211.255 ,694473.558 ,1083196.782 ,765504.308 ,694846.122 ,212519.135 ,132687.344 ,349639.643 ,12 ,0 ,0 ,0 ,16 ,259 ,12 ,81 ,0 ,14 ,10 ,16 
2020-05-16,11680,강남구,동남권,769558.846 ,739930.713 ,18342.745 ,11285.388 ,880473.871 ,684693.142 ,844917.855 ,715730.983 ,440863.932 ,127453.708 ,121037.164 ,192373.060 ,14 ,0 ,0 ,0 ,17 ,279 ,3 ,90 ,1 ,12 ,14 ,10 
2020-05-17,11680,강남구,동남권,714842.243 ,686130.480 ,15990.148 ,12721.615 ,766970.169 ,667534.499 ,751240.792 ,688843.279 ,336955.243 ,83370.590 ,116078.670 ,137505.983 ,25 ,0 ,0 ,0 ,19 ,365 ,0 ,80 ,1 ,14 ,12 ,14 
2020-05-18,11680,강남구,동남권,890367.709 ,856748.785 ,21258.664 ,12360.260 ,1131530.153 ,677497.304 ,1086355.823 ,750376.199 ,705274.714 ,218992.344 ,129563.771 ,356718.598 ,24 ,0 ,0 ,0 ,19 ,365 ,30 ,79 ,0 ,25 ,14 ,12 
2020-05-19,11680,강남구,동남권,899348.753 ,866455.076 ,21476.266 ,11417.410 ,1137704.498 ,690484.382 ,1092321.189 ,761511.298 ,708578.345 ,218868.237 ,132821.701 ,356888.408 ,7 ,0 ,0 ,0 ,13 ,169 ,19 ,74 ,0 ,24 ,25 ,14 
2020-05-20,11680,강남구,동남권,899459.701 ,865730.877 ,21993.614 ,11735.210 ,1134544.814 ,692059.015 ,1089372.389 ,763807.781 ,716280.746 ,220350.331 ,131591.631 ,364338.784 ,3 ,0 ,0 ,0 ,14 ,207 ,0 ,60 ,0 ,7 ,24 ,25 
2020-05-21,11680,강남구,동남권,896788.551 ,863418.944 ,22036.052 ,11333.555 ,1125793.309 ,686389.991 ,1084567.750 ,762660.553 ,710087.711 ,217785.397 ,131681.445 ,360620.869 ,10 ,0 ,0 ,0 ,17 ,303 ,0 ,56 ,0 ,3 ,7 ,24 
2020-05-22,11680,강남구,동남권,896766.336 ,863123.589 ,22048.392 ,11594.355 ,1125072.716 ,691326.450 ,1081707.699 ,764665.363 ,705210.681 ,215227.161 ,132319.463 ,357664.057 ,25 ,0 ,0 ,0 ,19 ,342 ,0 ,69 ,0 ,10 ,3 ,7 
2020-05-23,11680,강남구,동남권,767649.993 ,737668.361 ,18902.258 ,11079.375 ,879506.558 ,682458.694 ,843886.729 ,713195.181 ,450957.022 ,132209.600 ,119436.934 ,199310.488 ,33 ,0 ,0 ,0 ,20 ,404 ,0 ,66 ,1 ,25 ,10 ,3 
2020-05-24,11680,강남구,동남권,712434.319 ,685776.111 ,15993.504 ,10664.705 ,767300.319 ,664859.745 ,750062.134 ,685557.309 ,337624.236 ,83431.625 ,116010.848 ,138181.763 ,17 ,0 ,0 ,0 ,17 ,292 ,15 ,85 ,1 ,33 ,25 ,10 
2020-05-25,11680,강남구,동남권,889310.734 ,856844.360 ,22107.453 ,10358.921 ,1129573.491 ,672501.757 ,1086093.649 ,748751.509 ,714954.655 ,220630.646 ,132626.251 ,361697.758 ,23 ,0 ,0 ,0 ,17 ,276 ,0 ,81 ,0 ,17 ,33 ,25 
2020-05-26,11680,강남구,동남권,902031.418 ,869447.803 ,22869.479 ,9714.136 ,1142422.649 ,692069.161 ,1097252.307 ,762587.925 ,723437.681 ,224037.325 ,132952.928 ,366447.428 ,23 ,0 ,0 ,0 ,16 ,262 ,2 ,82 ,0 ,23 ,17 ,33 
2020-05-27,11680,강남구,동남권,898785.775 ,867542.289 ,22031.683 ,9211.803 ,1132747.541 ,688793.384 ,1089867.888 ,762298.552 ,718112.224 ,220414.301 ,133624.102 ,364073.820 ,14 ,0 ,0 ,0 ,17 ,303 ,0 ,69 ,0 ,23 ,23 ,17 
2020-05-28,11680,강남구,동남권,899057.343 ,867910.690 ,22289.694 ,8856.959 ,1131995.154 ,688960.168 ,1088638.912 ,763641.936 ,719049.792 ,219823.173 ,135499.920 ,363726.699 ,18 ,0 ,0 ,0 ,19 ,350 ,0 ,63 ,0 ,14 ,23 ,23 
2020-05-29,11680,강남구,동남권,891020.061 ,861323.386 ,22011.324 ,7685.351 ,1117154.646 ,686737.646 ,1074759.017 ,759777.950 ,701147.736 ,213293.839 ,131560.773 ,356293.124 ,21 ,0 ,0 ,0 ,21 ,428 ,0 ,66 ,0 ,18 ,14 ,23 
2020-05-30,11680,강남구,동남권,757683.580 ,731743.538 ,18504.161 ,7435.881 ,862450.023 ,672562.766 ,830934.153 ,705361.742 ,438693.856 ,126712.237 ,118833.699 ,193147.920 ,26 ,0 ,0 ,0 ,23 ,511 ,0 ,57 ,1 ,21 ,18 ,14 
2020-05-31,11680,강남구,동남권,701247.154 ,679440.877 ,15623.766 ,6182.512 ,753800.774 ,655003.091 ,736493.510 ,676071.186 ,332774.733 ,82780.808 ,114801.965 ,135191.960 ,30 ,0 ,0 ,0 ,21 ,449 ,1 ,63 ,1 ,26 ,21 ,18 
2020-06-01,11680,강남구,동남권,882307.711 ,854029.292 ,21583.282 ,6695.138 ,1123416.746 ,665903.236 ,1079606.324 ,741380.130 ,719193.121 ,219487.902 ,135692.470 ,364012.749 ,9 ,0 ,0 ,0 ,20 ,388 ,0 ,64 ,0 ,30 ,26 ,21 
2020-06-02,11680,강남구,동남권,891128.480 ,863072.367 ,21719.451 ,6336.662 ,1129093.900 ,681516.758 ,1085395.833 ,752366.084 ,717778.205 ,217916.885 ,135720.876 ,364140.444 ,13 ,0 ,0 ,0 ,18 ,320 ,2 ,71 ,0 ,9 ,30 ,26 
2020-06-03,11680,강남구,동남권,895609.728 ,866627.684 ,21998.912 ,6983.132 ,1135749.955 ,682051.819 ,1090880.020 ,756130.948 ,727098.892 ,221471.158 ,135461.082 ,370166.651 ,22 ,0 ,0 ,0 ,22 ,484 ,0 ,73 ,0 ,13 ,9 ,30 
2020-06-04,11680,강남구,동남권,896373.572 ,866865.493 ,22253.140 ,7254.939 ,1134361.030 ,685577.815 ,1089321.805 ,758553.404 ,725739.233 ,221867.878 ,135408.263 ,368463.092 ,23 ,0 ,0 ,0 ,22 ,480 ,0 ,81 ,0 ,22 ,13 ,9 
2020-06-05,11680,강남구,동남권,887957.774 ,858916.498 ,22417.648 ,6623.629 ,1115521.984 ,683950.221 ,1072596.018 ,756073.315 ,706911.407 ,213695.378 ,134939.219 ,358276.810 ,24 ,0 ,0 ,0 ,23 ,529 ,0 ,69 ,0 ,23 ,22 ,13 
2020-06-06,11680,강남구,동남권,735089.106 ,710863.131 ,17715.697 ,6510.277 ,821243.684 ,665780.997 ,792194.703 ,694299.393 ,404535.420 ,115817.332 ,115955.828 ,172762.260 ,33 ,0 ,0 ,0 ,25 ,605 ,0 ,64 ,1 ,24 ,23 ,22 
2020-06-07,11680,강남구,동남권,698495.113 ,675567.871 ,16039.332 ,6887.910 ,753968.781 ,650506.182 ,735759.636 ,671877.597 ,333750.784 ,81505.032 ,115504.893 ,136740.859 ,28 ,0 ,0 ,0 ,23 ,515 ,0 ,69 ,1 ,33 ,24 ,23 
2020-06-08,11680,강남구,동남권,880553.017 ,850698.839 ,21491.676 ,8362.503 ,1122181.363 ,665439.635 ,1076642.849 ,740488.852 ,712223.395 ,218754.151 ,131934.757 ,361534.487 ,22 ,0 ,0 ,0 ,25 ,625 ,0 ,64 ,0 ,28 ,33 ,24 
2020-06-09,11680,강남구,동남권,893446.684 ,862335.532 ,22103.652 ,9007.500 ,1128559.292 ,680766.297 ,1087137.923 ,755095.800 ,718488.140 ,220494.010 ,133801.112 ,364193.018 ,24 ,0 ,0 ,0 ,27 ,713 ,0 ,52 ,0 ,22 ,28 ,33 
2020-06-10,11680,강남구,동남권,898302.166 ,867002.678 ,22079.146 ,9220.342 ,1132708.601 ,688225.272 ,1089829.525 ,761496.910 ,718097.628 ,219118.464 ,133504.212 ,365474.951 ,24 ,0 ,0 ,0 ,26 ,666 ,6 ,64 ,0 ,24 ,22 ,28 
2020-06-11,11680,강남구,동남권,900221.177 ,867998.340 ,22377.518 ,9845.319 ,1133491.059 ,689166.614 ,1091135.790 ,763853.597 ,717200.931 ,218791.017 ,134368.914 ,364041.000 ,18 ,0 ,0 ,0 ,26 ,681 ,0 ,68 ,0 ,24 ,24 ,22 
2020-06-12,11680,강남구,동남권,892119.831 ,861084.556 ,22559.890 ,8475.386 ,1121060.691 ,688855.084 ,1076833.856 ,760181.241 ,707236.407 ,214748.827 ,133004.033 ,359483.548 ,20 ,0 ,0 ,0 ,25 ,610 ,0 ,69 ,0 ,18 ,24 ,24 
2020-06-13,11680,강남구,동남권,762330.306 ,736552.865 ,18743.411 ,7034.030 ,872471.170 ,675296.650 ,839687.636 ,707075.070 ,442729.465 ,127736.701 ,119556.794 ,195435.971 ,27 ,0 ,0 ,0 ,27 ,724 ,0 ,53 ,1 ,20 ,18 ,24 
2020-06-14,11680,강남구,동남권,703827.316 ,682000.494 ,15843.885 ,5982.937 ,760130.605 ,656158.444 ,740904.756 ,677343.430 ,335355.888 ,83287.281 ,114745.962 ,137322.645 ,22 ,0 ,0 ,0 ,24 ,576 ,1 ,71 ,1 ,27 ,20 ,18 
2020-06-15,11680,강남구,동남권,881244.114 ,853765.302 ,21622.411 ,5856.401 ,1119502.815 ,665251.625 ,1075610.542 ,742410.951 ,709080.399 ,217953.161 ,132455.968 ,358671.271 ,14 ,0 ,0 ,0 ,23 ,529 ,0 ,62 ,0 ,22 ,27 ,20 
2020-06-16,11680,강남구,동남권,895794.661 ,868019.323 ,22423.225 ,5352.114 ,1133784.427 ,684203.860 ,1089820.834 ,757204.538 ,722422.995 ,221459.466 ,134015.860 ,366947.669 ,36 ,1 ,1 ,0 ,24 ,595 ,0 ,63 ,0 ,14 ,22 ,27 
2020-06-17,11680,강남구,동남권,898936.775 ,871175.881 ,22310.932 ,5449.963 ,1136683.817 ,687925.840 ,1091686.604 ,761258.326 ,723475.665 ,222921.688 ,133786.415 ,366767.562 ,30 ,0 ,0 ,0 ,24 ,590 ,0 ,59 ,0 ,36 ,14 ,22 
2020-06-18,11680,강남구,동남권,896975.530 ,868683.865 ,22541.752 ,5749.912 ,1130865.157 ,689703.460 ,1086102.538 ,761884.810 ,718101.395 ,219283.130 ,132553.884 ,366264.380 ,22 ,0 ,0 ,0 ,23 ,548 ,0 ,61 ,0 ,30 ,36 ,14 
2020-06-19,11680,강남구,동남권,889905.342 ,861334.000 ,22501.179 ,6070.163 ,1113833.284 ,689876.123 ,1070633.480 ,760813.815 ,703310.563 ,212807.070 ,134217.779 ,356285.715 ,18 ,0 ,0 ,0 ,25 ,610 ,0 ,61 ,0 ,22 ,30 ,36 
2020-06-20,11680,강남구,동남권,759219.689 ,734682.191 ,18462.952 ,6074.546 ,864328.355 ,672515.418 ,832734.967 ,706708.776 ,443714.589 ,130273.889 ,118509.535 ,194931.166 ,26 ,0 ,0 ,0 ,25 ,620 ,0 ,63 ,1 ,18 ,22 ,30 
2020-06-21,11680,강남구,동남권,705628.735 ,683255.389 ,15801.610 ,6571.735 ,768499.244 ,655378.225 ,746336.419 ,676551.817 ,347902.418 ,89586.102 ,114910.537 ,143405.780 ,24 ,0 ,0 ,0 ,26 ,681 ,0 ,60 ,1 ,26 ,18 ,22 
2020-06-22,11680,강남구,동남권,881690.970 ,852662.200 ,21606.774 ,7421.996 ,1117499.266 ,666901.544 ,1075771.934 ,743061.710 ,708505.256 ,218046.968 ,132436.299 ,358021.990 ,26 ,0 ,0 ,0 ,29 ,818 ,0 ,51 ,0 ,24 ,26 ,18 
2020-06-23,11680,강남구,동남권,896533.754 ,866920.534 ,22238.523 ,7374.697 ,1136678.230 ,684530.299 ,1090398.018 ,758059.279 ,723190.622 ,222117.998 ,134001.102 ,367071.522 ,28 ,0 ,0 ,0 ,27 ,745 ,0 ,54 ,0 ,26 ,24 ,26 
2020-06-24,11680,강남구,동남권,894143.560 ,865739.368 ,21710.836 ,6693.356 ,1123554.703 ,685564.797 ,1083137.666 ,759147.769 ,704398.573 ,214424.602 ,133675.976 ,356297.995 ,22 ,0 ,0 ,0 ,22 ,497 ,38 ,84 ,0 ,28 ,26 ,24 
2020-06-25,11680,강남구,동남권,898435.584 ,868961.365 ,21977.571 ,7496.648 ,1131142.947 ,689831.092 ,1086371.574 ,764195.590 ,716269.600 ,220469.884 ,134174.172 ,361625.544 ,8 ,0 ,0 ,0 ,22 ,467 ,13 ,91 ,0 ,22 ,28 ,26 
2020-06-26,11680,강남구,동남권,893195.752 ,862784.614 ,22378.685 ,8032.454 ,1115362.798 ,689490.810 ,1073793.541 ,764197.332 ,705205.738 ,214525.808 ,134776.360 ,355903.570 ,15 ,0 ,0 ,0 ,22 ,475 ,2 ,82 ,0 ,8 ,22 ,28 
2020-06-27,11680,강남구,동남권,769930.850 ,743296.170 ,19205.093 ,7429.587 ,881197.498 ,682323.418 ,848145.515 ,714063.233 ,456545.260 ,136198.693 ,118914.222 ,201432.346 ,18 ,0 ,0 ,0 ,24 ,581 ,0 ,70 ,1 ,15 ,8 ,22 
2020-06-28,11680,강남구,동남권,715752.666 ,692256.614 ,16090.246 ,7405.806 ,781830.618 ,660808.451 ,760452.835 ,683823.974 ,357306.941 ,94040.177 ,114813.860 ,148452.904 ,21 ,0 ,0 ,0 ,25 ,635 ,0 ,71 ,1 ,18 ,15 ,8 
