date,code,site,area,totalpop,dometpop,lftpop,sftpop,dmax,dmin,dfpop,nfpop,dfmax,outside,inside,internal,dailydust,pmbaddummy,pmday,pmwarn,temp,tempspr,rainfall,humidity,daydummy,dailydust_1,dailydust_2,dailydust_3
2020-06-29,11680,강남구,동남권,888735.991 ,859099.412 ,21689.216 ,7947.363 ,1129375.132 ,669237.747 ,1085852.536 ,747938.458 ,713074.209 ,220971.143 ,131766.225 ,360336.840 ,26 ,0 ,0 ,0 ,24 ,566 ,12 ,77 ,0 ,21 ,18 ,15 
2020-06-30,11680,강남구,동남권,904659.951 ,873463.963 ,22109.565 ,9086.423 ,1142852.088 ,690527.195 ,1097929.225 ,766610.470 ,720977.068 ,221588.912 ,134908.794 ,364479.362 ,5 ,0 ,0 ,0 ,20 ,404 ,65 ,83 ,0 ,26 ,21 ,18 
2020-07-01,11680,강남구,동남권,908429.444 ,877944.042 ,22500.915 ,7984.488 ,1145356.119 ,697516.715 ,1100823.639 ,771005.020 ,727625.015 ,220086.690 ,135406.432 ,372131.893 ,13 ,0 ,0 ,0 ,21 ,445 ,0 ,79 ,0 ,5 ,26 ,21 
2020-07-02,11680,강남구,동남권,903840.187 ,873778.976 ,22499.129 ,7562.082 ,1135719.605 ,693522.151 ,1093713.129 ,768216.657 ,723216.384 ,221106.725 ,135182.878 ,366926.781 ,36 ,1 ,1 ,0 ,24 ,586 ,0 ,75 ,0 ,13 ,5 ,26 
2020-07-03,11680,강남구,동남권,901713.373 ,870965.455 ,23133.822 ,7614.096 ,1132770.751 ,691548.079 ,1089145.319 ,767833.412 ,716305.369 ,217708.076 ,134558.736 ,364038.557 ,24 ,0 ,0 ,0 ,26 ,650 ,0 ,64 ,0 ,36 ,13 ,5 
2020-07-04,11680,강남구,동남권,768871.200 ,743495.578 ,18485.508 ,6890.114 ,880034.025 ,679481.954 ,846468.348 ,713444.666 ,453304.247 ,135441.165 ,117243.260 ,200619.823 ,16 ,0 ,0 ,0 ,24 ,586 ,2 ,64 ,1 ,24 ,36 ,13 
2020-07-05,11680,강남구,동남권,712521.871 ,689651.107 ,15760.088 ,7110.675 ,776065.091 ,660315.448 ,754792.917 ,682328.266 ,352550.576 ,92152.725 ,114173.239 ,146224.612 ,23 ,0 ,0 ,0 ,24 ,566 ,0 ,69 ,1 ,16 ,24 ,36 
2020-07-06,11680,강남구,동남권,891814.518 ,861994.804 ,21692.306 ,8127.407 ,1137821.022 ,667849.708 ,1092543.283 ,748436.828 ,721198.063 ,221138.388 ,133411.484 ,366648.191 ,20 ,0 ,0 ,0 ,26 ,655 ,0 ,67 ,0 ,23 ,16 ,24 
2020-07-07,11680,강남구,동남권,908556.492 ,877291.635 ,22267.350 ,8997.507 ,1150623.168 ,689979.456 ,1106284.386 ,767322.281 ,732600.027 ,224816.629 ,135377.622 ,372405.777 ,13 ,0 ,0 ,0 ,24 ,581 ,0 ,76 ,0 ,20 ,23 ,16 
2020-07-08,11680,강남구,동남권,909976.703 ,878370.179 ,22336.079 ,9270.444 ,1146861.256 ,693577.096 ,1104755.739 ,770848.820 ,727973.468 ,224037.648 ,134019.563 ,369916.257 ,22 ,0 ,0 ,0 ,26 ,650 ,0 ,72 ,0 ,13 ,20 ,23 
2020-07-09,11680,강남구,동남권,911307.227 ,880457.425 ,22438.435 ,8411.367 ,1152214.946 ,692636.568 ,1107485.830 ,771179.653 ,733932.668 ,227401.701 ,134284.704 ,372246.263 ,26 ,0 ,0 ,0 ,28 ,756 ,0 ,65 ,0 ,22 ,13 ,20 
2020-07-10,11680,강남구,동남권,910363.147 ,878398.614 ,22955.881 ,9008.652 ,1147037.685 ,692606.308 ,1101281.474 ,773992.913 ,719874.750 ,219388.917 ,136041.605 ,364444.228 ,11 ,0 ,0 ,0 ,25 ,600 ,2 ,75 ,0 ,26 ,22 ,13 
2020-07-11,11680,강남구,동남권,783248.713 ,755285.550 ,19075.116 ,8888.047 ,898901.111 ,687818.471 ,864652.358 ,725103.252 ,460446.593 ,139409.785 ,116960.823 ,204075.985 ,5 ,0 ,0 ,0 ,26 ,666 ,0 ,63 ,1 ,11 ,26 ,22 
2020-07-12,11680,강남구,동남권,718372.844 ,694700.556 ,15670.000 ,8002.287 ,781356.273 ,664394.586 ,760986.707 ,687934.370 ,350603.801 ,93102.554 ,112123.923 ,145377.324 ,9 ,0 ,0 ,0 ,24 ,552 ,3 ,72 ,1 ,5 ,11 ,26 
2020-07-13,11680,강남구,동남권,893513.086 ,864457.267 ,21185.659 ,7870.160 ,1139202.210 ,670969.718 ,1094644.218 ,749847.991 ,705653.848 ,217562.035 ,130684.562 ,357407.251 ,5 ,0 ,0 ,0 ,19 ,350 ,48 ,95 ,0 ,9 ,5 ,11 
2020-07-14,11680,강남구,동남권,911993.216 ,881912.282 ,22682.121 ,7398.814 ,1157779.649 ,690528.374 ,1112873.828 ,768507.065 ,732315.099 ,226166.122 ,135175.029 ,370973.949 ,3 ,0 ,0 ,0 ,20 ,412 ,12 ,79 ,0 ,5 ,9 ,5 
2020-07-15,11680,강남구,동남권,912701.896 ,882847.079 ,22625.303 ,7229.515 ,1151485.559 ,695860.989 ,1108182.614 ,773072.812 ,728520.930 ,226099.879 ,133233.563 ,369187.488 ,6 ,0 ,0 ,0 ,23 ,548 ,0 ,63 ,0 ,3 ,5 ,9 
2020-07-16,11680,강남구,동남권,913679.697 ,883492.531 ,22967.376 ,7219.790 ,1154573.842 ,692867.728 ,1109505.195 ,773804.341 ,730625.176 ,226628.299 ,133435.496 ,370561.381 ,19 ,0 ,0 ,0 ,25 ,625 ,0 ,71 ,0 ,6 ,3 ,5 
2020-07-17,11680,강남구,동남권,906281.599 ,876578.141 ,22872.170 ,6831.289 ,1133705.032 ,697164.704 ,1091096.027 ,774271.294 ,708257.922 ,219728.070 ,132202.056 ,356327.796 ,25 ,0 ,0 ,0 ,26 ,676 ,0 ,72 ,0 ,19 ,6 ,3 
2020-07-18,11680,강남구,동남권,769567.293 ,743325.736 ,19546.700 ,6694.858 ,877678.993 ,683066.840 ,843851.302 ,716507.287 ,445805.614 ,135025.019 ,114829.924 ,195950.671 ,30 ,0 ,0 ,0 ,26 ,681 ,0 ,72 ,1 ,25 ,19 ,6 
2020-07-19,11680,강남구,동남권,714825.088 ,692449.052 ,16226.845 ,6149.191 ,773059.076 ,661435.223 ,755345.356 ,685882.039 ,335446.814 ,86267.513 ,112221.496 ,136957.805 ,17 ,0 ,0 ,0 ,24 ,576 ,29 ,82 ,1 ,30 ,25 ,19 
2020-07-20,11680,강남구,동남권,895452.994 ,864416.922 ,22087.405 ,8948.667 ,1145140.703 ,671432.231 ,1095686.333 ,752429.180 ,712498.775 ,221290.352 ,130402.584 ,360805.839 ,12 ,0 ,0 ,0 ,24 ,566 ,4 ,86 ,0 ,17 ,30 ,25 
2020-07-21,11680,강남구,동남권,916489.781 ,882357.249 ,22823.204 ,11309.329 ,1160708.636 ,695220.191 ,1115478.561 ,774354.938 ,729639.777 ,227971.508 ,132217.520 ,369450.749 ,22 ,0 ,0 ,0 ,25 ,625 ,0 ,77 ,0 ,12 ,17 ,30 
2020-07-22,11680,강남구,동남권,914881.915 ,881158.836 ,22275.533 ,11447.546 ,1157592.229 ,697069.301 ,1110622.106 ,775067.493 ,719265.287 ,223196.947 ,130238.148 ,365830.192 ,18 ,0 ,0 ,0 ,24 ,562 ,12 ,89 ,0 ,22 ,12 ,17 
2020-07-23,11680,강남구,동남권,917866.942 ,883556.689 ,22100.381 ,12209.871 ,1160081.468 ,700911.124 ,1113689.937 ,777993.374 ,718617.508 ,224631.964 ,130148.966 ,363836.578 ,11 ,0 ,0 ,0 ,21 ,445 ,103 ,96 ,0 ,18 ,22 ,12 
2020-07-24,11680,강남구,동남권,911933.535 ,877655.147 ,22570.665 ,11707.724 ,1144581.966 ,702278.599 ,1099287.035 ,778109.607 ,708075.346 ,218420.869 ,131135.342 ,358519.135 ,3 ,0 ,0 ,0 ,23 ,506 ,3 ,74 ,0 ,11 ,18 ,22 
2020-07-25,11680,강남구,동남권,772739.093 ,742560.641 ,18917.874 ,11260.578 ,875081.471 ,686667.757 ,844369.347 ,721574.626 ,440611.028 ,133048.238 ,113478.785 ,194084.005 ,3 ,0 ,0 ,0 ,24 ,590 ,0 ,69 ,1 ,3 ,11 ,18 
2020-07-26,11680,강남구,동남권,712878.434 ,685521.493 ,16207.711 ,11149.229 ,768838.738 ,666106.977 ,748224.248 ,687631.423 ,340684.897 ,89427.529 ,109624.858 ,141632.511 ,6 ,0 ,0 ,0 ,25 ,645 ,0 ,69 ,1 ,3 ,3 ,11 
2020-07-27,11680,강남구,동남권,892764.246 ,858612.505 ,21645.705 ,12506.036 ,1135192.629 ,673365.749 ,1089998.014 ,751882.983 ,702507.856 ,219818.381 ,128969.827 ,353719.648 ,4 ,0 ,0 ,0 ,24 ,590 ,2 ,86 ,0 ,6 ,3 ,3 
2020-07-28,11680,강남구,동남권,907364.034 ,872724.414 ,22323.744 ,12315.876 ,1149795.667 ,690921.534 ,1102344.287 ,768092.424 ,718098.590 ,225124.816 ,130559.025 ,362414.749 ,,1 ,2 ,0 ,24 ,595 ,0 ,85 ,0 ,4 ,6 ,3 
2020-07-29,11680,강남구,동남권,906437.406 ,870324.391 ,22016.126 ,14096.889 ,1144083.552 ,694811.092 ,1097654.159 ,769854.011 ,703481.675 ,219366.481 ,128872.436 ,355242.758 ,,1 ,1 ,0 ,24 ,562 ,50 ,96 ,0 ,0 ,4 ,6 
2020-07-30,11680,강남구,동남권,912006.014 ,873972.868 ,22639.705 ,15393.441 ,1149439.059 ,698362.927 ,1102831.447 ,775702.133 ,712067.623 ,223736.306 ,129211.379 ,359119.939 ,19 ,0 ,0 ,0 ,25 ,640 ,0 ,86 ,0 ,0 ,0 ,4 
2020-07-31,11680,강남구,동남권,902899.212 ,865439.878 ,22363.538 ,15095.796 ,1126692.330 ,700025.310 ,1083636.866 ,773800.888 ,693273.899 ,218111.078 ,126472.447 ,348690.375 ,19 ,0 ,0 ,0 ,26 ,686 ,2 ,82 ,0 ,19 ,0 ,0 
2020-08-01,11680,강남구,동남권,757311.320 ,724057.544 ,18395.271 ,14858.505 ,856658.857 ,676743.457 ,824810.087 ,709097.915 ,423444.999 ,125116.041 ,113131.342 ,185197.615 ,11 ,0 ,0 ,0 ,25 ,640 ,39 ,91 ,1 ,19 ,19 ,0 
2020-08-02,11680,강남구,동남권,706179.469 ,675186.672 ,16063.581 ,14929.216 ,763426.526 ,658588.791 ,743988.590 ,679172.953 ,326287.088 ,83487.665 ,109194.467 ,133604.956 ,8 ,0 ,0 ,0 ,25 ,620 ,31 ,96 ,1 ,11 ,19 ,19 
2020-08-03,11680,강남구,동남권,876999.032 ,841278.090 ,21117.348 ,14603.594 ,1097856.938 ,667379.311 ,1057811.092 ,747847.560 ,680683.416 ,206825.879 ,130939.891 ,342917.646 ,11 ,0 ,0 ,0 ,25 ,625 ,103 ,96 ,0 ,8 ,11 ,19 
2020-08-04,11680,강남구,동남권,903409.546 ,867184.867 ,22518.884 ,13705.794 ,1130579.065 ,709361.332 ,1085595.309 ,773276.858 ,714664.779 ,218234.806 ,134651.026 ,361778.947 ,27 ,0 ,0 ,0 ,27 ,729 ,4 ,89 ,0 ,11 ,8 ,11 
2020-08-05,11680,강남구,동남권,901843.504 ,864234.673 ,22490.289 ,15118.542 ,1128629.488 ,697376.513 ,1087556.425 ,769191.417 ,708807.705 ,215189.769 ,133975.798 ,359642.138 ,26 ,0 ,0 ,0 ,27 ,702 ,19 ,92 ,0 ,27 ,11 ,8 
2020-08-06,11680,강남구,동남권,901655.230 ,864640.279 ,22269.734 ,14745.217 ,1134627.432 ,694458.113 ,1087108.042 ,769188.936 ,714566.277 ,216718.232 ,136684.443 ,361163.602 ,10 ,0 ,0 ,0 ,24 ,581 ,76 ,93 ,0 ,26 ,27 ,11 
2020-08-07,11680,강남구,동남권,903664.279 ,868026.289 ,22366.870 ,13271.120 ,1130451.968 ,699867.120 ,1086612.742 ,772986.805 ,713928.939 ,218225.657 ,135308.157 ,360395.125 ,22 ,0 ,0 ,0 ,24 ,590 ,0 ,85 ,0 ,10 ,26 ,27 
2020-08-08,11680,강남구,동남권,777698.151 ,747743.191 ,18791.396 ,11163.564 ,896820.945 ,681985.798 ,859391.278 ,719345.917 ,463273.039 ,140860.500 ,118904.094 ,203508.445 ,10 ,0 ,0 ,0 ,24 ,586 ,19 ,90 ,1 ,22 ,10 ,26 
2020-08-09,11680,강남구,동남권,720505.698 ,694194.314 ,16086.257 ,10225.128 ,784973.167 ,665798.074 ,766052.326 ,687972.393 ,339138.135 ,87028.225 ,113543.742 ,138566.168 ,6 ,0 ,0 ,0 ,25 ,620 ,50 ,95 ,1 ,10 ,22 ,10 
2020-08-10,11680,강남구,동남권,893804.178 ,860976.219 ,21863.453 ,10964.507 ,1135931.035 ,671395.629 ,1092623.279 ,751790.534 ,722691.529 ,224071.584 ,133496.890 ,365123.055 ,8 ,0 ,0 ,0 ,27 ,702 ,45 ,92 ,0 ,6 ,10 ,22 
2020-08-11,11680,강남구,동남권,907294.774 ,874184.127 ,22412.761 ,10697.886 ,1150832.638 ,692048.422 ,1103679.997 ,767019.615 ,733301.503 ,227263.015 ,136357.466 ,369681.022 ,8 ,0 ,0 ,0 ,25 ,605 ,97 ,93 ,0 ,8 ,6 ,10 
2020-08-12,11680,강남구,동남권,912547.796 ,879826.412 ,22918.732 ,9802.653 ,1152906.837 ,693354.386 ,1109324.647 ,771992.902 ,740993.251 ,230360.196 ,135629.797 ,375003.258 ,16 ,0 ,0 ,0 ,27 ,740 ,0 ,84 ,0 ,8 ,8 ,6 
2020-08-13,11680,강남구,동남권,910859.447 ,878452.941 ,22840.492 ,9566.014 ,1153188.187 ,693084.502 ,1105463.236 ,771856.741 ,741043.015 ,233521.149 ,134322.458 ,373199.409 ,16 ,0 ,0 ,0 ,28 ,784 ,0 ,82 ,0 ,16 ,8 ,8 
2020-08-14,11680,강남구,동남권,894477.557 ,862448.437 ,22525.271 ,9503.848 ,1121706.327 ,692395.654 ,1075786.156 ,764971.415 ,707019.425 ,221278.625 ,130024.862 ,355715.939 ,23 ,0 ,0 ,0 ,27 ,734 ,0 ,86 ,0 ,16 ,16 ,8 
2020-08-15,11680,강남구,동남권,741507.751 ,715953.247 ,17829.059 ,7725.444 ,830652.966 ,659005.094 ,802146.850 ,698194.108 ,410961.356 ,126186.572 ,109804.920 ,174969.864 ,33 ,0 ,0 ,0 ,26 ,681 ,69 ,96 ,1 ,23 ,16 ,16 
2020-08-16,11680,강남구,동남권,691658.459 ,668838.200 ,15932.873 ,6887.386 ,745894.101 ,643927.131 ,727955.974 ,665731.663 ,343736.880 ,94273.399 ,107795.570 ,141667.911 ,17 ,0 ,0 ,0 ,27 ,751 ,0 ,83 ,1 ,33 ,23 ,16 
2020-08-17,11680,강남구,동남권,738624.069 ,712262.986 ,18756.434 ,7604.649 ,831719.057 ,653338.524 ,806001.427 ,690497.384 ,418551.207 ,116325.780 ,119547.667 ,182677.760 ,20 ,0 ,0 ,0 ,28 ,795 ,0 ,78 ,0 ,17 ,33 ,23 
2020-08-18,11680,강남구,동남권,882797.137 ,853579.026 ,22084.531 ,7133.581 ,1117934.360 ,670700.208 ,1074702.149 ,745722.129 ,705870.133 ,218549.707 ,132164.362 ,355156.064 ,28 ,0 ,0 ,0 ,28 ,756 ,0 ,76 ,0 ,20 ,17 ,33 
2020-08-19,11680,강남구,동남권,878256.665 ,848320.647 ,22102.548 ,7833.470 ,1103105.922 ,681594.123 ,1060509.052 ,748076.388 ,683609.937 ,210127.415 ,129197.903 ,344284.619 ,34 ,0 ,0 ,0 ,27 ,734 ,0 ,77 ,0 ,28 ,20 ,17 
2020-08-20,11680,강남구,동남권,872372.628 ,841550.043 ,22119.897 ,8702.688 ,1091584.981 ,681188.883 ,1049532.896 ,745829.579 ,669337.281 ,203204.483 ,127680.641 ,338452.157 ,31 ,0 ,0 ,0 ,28 ,767 ,0 ,76 ,0 ,34 ,28 ,20 
2020-08-21,11680,강남구,동남권,862463.630 ,830595.014 ,21842.948 ,10025.667 ,1073011.792 ,679310.067 ,1032108.033 ,741289.056 ,644937.851 ,193359.429 ,125202.435 ,326375.988 ,22 ,0 ,0 ,0 ,27 ,708 ,3 ,83 ,0 ,31 ,34 ,28 
2020-08-22,11680,강남구,동남권,739462.122 ,709071.830 ,18297.341 ,12092.951 ,821693.072 ,668351.518 ,799337.005 ,696694.348 ,376317.969 ,98479.520 ,111556.221 ,166282.229 ,11 ,0 ,0 ,0 ,24 ,590 ,43 ,87 ,1 ,22 ,31 ,34 
2020-08-23,11680,강남구,동남권,694972.825 ,666269.605 ,15985.075 ,12718.144 ,736245.288 ,655876.193 ,724009.042 ,674232.670 ,290676.097 ,66158.321 ,106740.286 ,117777.490 ,9 ,0 ,0 ,0 ,25 ,640 ,0 ,78 ,1 ,11 ,22 ,31 
2020-08-24,11680,강남구,동남권,855540.651 ,821422.898 ,21290.152 ,12827.602 ,1074375.459 ,665112.083 ,1030903.599 ,730281.403 ,645561.118 ,196021.431 ,124172.303 ,325367.385 ,19 ,0 ,0 ,0 ,28 ,773 ,0 ,72 ,0 ,9 ,11 ,22 
2020-08-25,11680,강남구,동남권,866764.761 ,832325.958 ,21618.793 ,12820.011 ,1082475.665 ,679436.167 ,1040984.935 ,742321.780 ,652006.907 ,196624.387 ,125680.011 ,329702.509 ,26 ,0 ,0 ,0 ,30 ,894 ,0 ,70 ,0 ,19 ,9 ,11 
2020-08-26,11680,강남구,동남권,864877.811 ,830090.325 ,21308.863 ,13478.624 ,1076500.887 ,683505.179 ,1035357.091 ,743106.897 ,640510.634 ,191686.037 ,125305.525 ,323519.073 ,19 ,0 ,0 ,0 ,30 ,912 ,1 ,68 ,0 ,26 ,19 ,9 
2020-08-27,11680,강남구,동남권,857115.164 ,821984.933 ,20880.060 ,14250.171 ,1057921.699 ,686510.951 ,1016412.214 ,743331.556 ,610965.743 ,179265.432 ,123212.467 ,308487.844 ,15 ,0 ,0 ,0 ,27 ,734 ,9 ,85 ,0 ,19 ,26 ,19 
2020-08-28,11680,강남구,동남권,856260.358 ,821815.823 ,21212.558 ,13231.977 ,1059962.395 ,683430.854 ,1018470.394 ,740396.046 ,624620.560 ,186419.784 ,123607.295 ,314593.481 ,18 ,0 ,0 ,0 ,27 ,745 ,14 ,89 ,0 ,15 ,19 ,26 
2020-08-29,11680,강남구,동남권,732448.089 ,702091.234 ,18023.699 ,12333.157 ,810301.166 ,661117.811 ,788731.775 ,692245.456 ,356790.393 ,91787.195 ,108557.347 ,156445.852 ,12 ,0 ,0 ,0 ,27 ,718 ,14 ,90 ,1 ,18 ,15 ,19 
2020-08-30,11680,강남구,동남권,685836.303 ,658244.057 ,15420.832 ,12171.414 ,723632.846 ,650002.540 ,713194.745 ,666294.559 ,272909.560 ,59717.960 ,103416.790 ,109774.810 ,12 ,0 ,0 ,0 ,27 ,718 ,43 ,89 ,1 ,12 ,18 ,15 
2020-08-31,11680,강남구,동남권,833919.518 ,800881.894 ,20549.815 ,12487.810 ,1045104.115 ,658760.052 ,1002766.005 ,713314.885 ,608790.552 ,184109.312 ,114754.731 ,309926.509 ,4 ,0 ,0 ,0 ,26 ,697 ,0 ,78 ,0 ,12 ,12 ,18 
2020-09-01,11680,강남구,동남권,835349.882 ,802724.749 ,20697.561 ,11927.573 ,1039032.921 ,669212.239 ,998036.082 ,719145.454 ,603089.414 ,180447.580 ,114576.693 ,308065.142 ,9 ,0 ,0 ,0 ,27 ,708 ,0 ,72 ,0 ,4 ,12 ,12 
2020-09-02,11680,강남구,동남권,834038.599 ,801291.350 ,20250.889 ,12496.360 ,1037402.362 ,668964.774 ,995665.350 ,718590.920 ,590556.517 ,175036.453 ,113593.681 ,301926.383 ,9 ,0 ,0 ,0 ,24 ,590 ,33 ,91 ,0 ,9 ,4 ,12 
2020-09-03,11680,강남구,동남권,830198.738 ,797878.691 ,20009.621 ,12310.426 ,1026016.658 ,670965.107 ,986569.278 ,718505.496 ,585213.570 ,172358.175 ,115117.989 ,297737.406 ,8 ,0 ,0 ,0 ,23 ,515 ,30 ,82 ,0 ,9 ,9 ,4 
2020-09-04,11680,강남구,동남권,831630.648 ,798177.328 ,20810.018 ,12643.302 ,1029018.448 ,670059.613 ,989432.504 ,718915.036 ,598053.547 ,177231.536 ,116570.163 ,304251.848 ,14 ,0 ,0 ,0 ,23 ,543 ,0 ,64 ,0 ,8 ,9 ,9 
2020-09-05,11680,강남구,동남권,712677.767 ,682622.354 ,17627.673 ,12427.739 ,779387.262 ,646956.615 ,760806.932 ,678299.791 ,340588.251 ,85136.213 ,104141.611 ,151310.427 ,22 ,0 ,0 ,0 ,23 ,543 ,0 ,67 ,1 ,14 ,8 ,9 
2020-09-06,11680,강남구,동남권,673114.353 ,646163.118 ,15365.442 ,11585.793 ,706255.948 ,642997.165 ,695090.518 ,657417.093 ,261708.323 ,54810.546 ,101756.404 ,105141.373 ,16 ,0 ,0 ,0 ,22 ,471 ,6 ,80 ,1 ,22 ,14 ,8 
2020-09-07,11680,강남구,동남권,827257.590 ,797288.270 ,19677.473 ,10291.847 ,1032965.844 ,653804.868 ,993885.418 ,708237.713 ,591865.075 ,177014.755 ,114063.097 ,300787.224 ,4 ,0 ,0 ,0 ,19 ,369 ,61 ,94 ,0 ,16 ,22 ,14 
2020-09-08,11680,강남구,동남권,841949.195 ,811328.006 ,20751.951 ,9869.238 ,1052568.587 ,668535.018 ,1011030.494 ,721176.838 ,623795.687 ,188242.511 ,118495.467 ,317057.708 ,14 ,0 ,0 ,0 ,23 ,548 ,0 ,72 ,0 ,4 ,16 ,22 
2020-09-09,11680,강남구,동남권,839105.970 ,809077.130 ,20572.770 ,9456.070 ,1049380.276 ,664477.593 ,1007230.617 ,719016.937 ,619504.170 ,186602.419 ,118472.277 ,314429.474 ,20 ,0 ,0 ,0 ,21 ,445 ,1 ,83 ,0 ,14 ,4 ,16 
2020-09-10,11680,강남구,동남권,839617.927 ,809730.842 ,20732.663 ,9154.422 ,1044927.870 ,668872.992 ,1004400.143 ,721916.345 ,617736.491 ,188166.003 ,116402.472 ,313168.016 ,19 ,0 ,0 ,0 ,23 ,520 ,4 ,76 ,0 ,20 ,14 ,4 
2020-09-11,11680,강남구,동남권,835579.663 ,806414.614 ,20909.662 ,8255.388 ,1039429.576 ,668621.854 ,998459.252 ,719237.099 ,613608.764 ,185238.730 ,116587.194 ,311782.840 ,18 ,0 ,0 ,0 ,22 ,502 ,1 ,73 ,0 ,19 ,20 ,14 
2020-09-12,11680,강남구,동남권,715641.720 ,690008.846 ,17559.708 ,8073.166 ,791643.948 ,646468.345 ,771134.637 ,676003.922 ,355338.420 ,93415.515 ,103711.599 ,158211.306 ,7 ,0 ,0 ,0 ,20 ,408 ,6 ,84 ,1 ,18 ,19 ,20 
2020-09-13,11680,강남구,동남권,671780.236 ,648461.846 ,15426.002 ,7892.388 ,700407.968 ,641955.023 ,691829.892 ,657459.053 ,277312.821 ,61763.740 ,103595.261 ,111953.821 ,4 ,0 ,0 ,0 ,22 ,462 ,0 ,70 ,1 ,7 ,18 ,19 
2020-09-14,11680,강남구,동남권,853220.020 ,824586.129 ,20933.073 ,7700.818 ,1072740.109 ,657950.600 ,1032066.545 ,725472.502 ,657164.092 ,200138.906 ,126369.800 ,330655.387 ,15 ,0 ,0 ,0 ,21 ,454 ,0 ,79 ,0 ,4 ,7 ,18 
2020-09-15,11680,강남구,동남권,868865.001 ,839887.096 ,21610.558 ,7367.347 ,1089258.290 ,674826.461 ,1047380.803 ,741353.714 ,669262.492 ,203206.857 ,128118.292 ,337937.344 ,25 ,0 ,0 ,0 ,23 ,529 ,0 ,76 ,0 ,15 ,4 ,7 
2020-09-16,11680,강남구,동남권,871924.079 ,842625.544 ,21475.478 ,7823.056 ,1092434.677 ,680857.363 ,1048894.319 ,745516.764 ,667882.355 ,201860.012 ,127692.579 ,338329.764 ,17 ,0 ,0 ,0 ,23 ,506 ,0 ,80 ,0 ,25 ,15 ,4 
2020-09-17,11680,강남구,동남권,872770.311 ,843918.801 ,21611.867 ,7239.643 ,1089242.169 ,681055.910 ,1047357.246 ,748065.358 ,670104.412 ,203908.509 ,128789.407 ,337406.496 ,10 ,0 ,0 ,0 ,21 ,454 ,0 ,70 ,0 ,17 ,25 ,15 
2020-09-18,11680,강남구,동남권,864349.624 ,836078.570 ,21563.646 ,6707.408 ,1070375.215 ,680720.557 ,1031679.059 ,744828.600 ,656810.066 ,197551.779 ,127959.295 ,331298.992 ,9 ,0 ,0 ,0 ,22 ,462 ,0 ,62 ,0 ,10 ,17 ,25 
2020-09-19,11680,강남구,동남권,741923.683 ,716920.638 ,18426.467 ,6576.578 ,833556.738 ,666260.860 ,807097.996 ,695370.602 ,410612.835 ,112793.802 ,114712.432 ,183106.601 ,10 ,0 ,0 ,0 ,21 ,449 ,0 ,59 ,1 ,9 ,10 ,17 
2020-09-20,11680,강남구,동남권,693728.631 ,670304.833 ,15923.212 ,7500.587 ,738670.411 ,651744.184 ,724522.915 ,671732.715 ,317606.765 ,74214.121 ,111658.754 ,131733.890 ,11 ,0 ,0 ,0 ,20 ,388 ,0 ,58 ,1 ,10 ,9 ,10 
2020-09-21,11680,강남구,동남권,865850.164 ,837095.616 ,21424.650 ,7329.898 ,1095090.047 ,661639.294 ,1051669.036 ,733122.398 ,683362.158 ,209949.336 ,129564.291 ,343848.531 ,14 ,0 ,0 ,0 ,19 ,365 ,0 ,56 ,0 ,11 ,10 ,9 
2020-09-22,11680,강남구,동남권,878380.858 ,848711.931 ,22073.718 ,7595.209 ,1102592.440 ,678467.684 ,1061731.522 ,747416.099 ,689147.915 ,211949.939 ,129792.521 ,347405.455 ,8 ,0 ,0 ,0 ,20 ,408 ,0 ,55 ,0 ,14 ,11 ,10 
2020-09-23,11680,강남구,동남권,879992.494 ,850790.759 ,21954.525 ,7247.210 ,1105658.617 ,680755.316 ,1061558.670 ,750302.369 ,691048.906 ,210967.470 ,130323.228 ,349758.208 ,4 ,0 ,0 ,0 ,19 ,369 ,0 ,60 ,0 ,8 ,14 ,11 
2020-09-24,11680,강남구,동남권,877365.642 ,848417.153 ,21831.616 ,7116.873 ,1096510.320 ,680729.707 ,1055528.028 ,750106.794 ,682724.993 ,208842.009 ,128419.541 ,345463.442 ,4 ,0 ,0 ,0 ,21 ,424 ,0 ,60 ,0 ,4 ,8 ,14 
2020-09-25,11680,강남구,동남권,865023.351 ,835923.613 ,21798.466 ,7301.272 ,1078203.320 ,677803.716 ,1031564.895 ,746065.105 ,667545.076 ,200960.871 ,129715.139 ,336869.066 ,6 ,0 ,0 ,0 ,20 ,404 ,0 ,64 ,0 ,4 ,4 ,8 
2020-09-26,11680,강남구,동남권,753867.287 ,727407.061 ,18524.738 ,7935.488 ,850604.957 ,673052.743 ,822523.312 ,704827.269 ,424086.252 ,118239.284 ,116104.377 ,189742.592 ,7 ,0 ,0 ,0 ,19 ,372 ,0 ,63 ,1 ,6 ,4 ,4 
2020-09-27,11680,강남구,동남권,696307.591 ,673183.061 ,15856.731 ,7267.800 ,743112.077 ,653409.365 ,728126.422 ,673579.854 ,324264.390 ,78274.989 ,111826.584 ,134162.818 ,8 ,0 ,0 ,0 ,20 ,416 ,0 ,63 ,1 ,7 ,6 ,4 
2020-09-28,11680,강남구,동남권,859456.014 ,830363.691 ,21279.036 ,7813.286 ,1078968.584 ,658652.281 ,1039249.119 ,731032.367 ,670975.075 ,204273.260 ,127969.929 ,338731.886 ,13 ,0 ,0 ,0 ,21 ,428 ,0 ,66 ,0 ,8 ,7 ,6 
