serial,lat,lon,temp
V02Q1940620,37.565194 ,126.903513 ,24.332289 
V02Q1940621,37.546742 ,126.914246 ,25.580271 
V02Q1940623,37.563720 ,127.039493 ,25.474298 
V02Q1940624,37.554582 ,126.903854 ,24.898733 
V02Q1940626,37.550655 ,126.921192 ,25.617048 
V02Q1940627,37.551819 ,127.067380 ,25.862953 
V02Q1940628,37.568357 ,127.040529 ,25.669987 
V02Q1940629,37.556895 ,126.961593 ,25.596428 
V02Q1940631,37.556471 ,126.948527 ,25.058920 
V02Q1940634,37.554067 ,126.956526 ,25.337788 
V02Q1940636,37.552273 ,127.023020 ,25.016926 
V02Q1940637,37.525447 ,126.968846 ,24.301794 
V02Q1940638,37.550293 ,126.910391 ,24.899216 
V02Q1940639,37.549604 ,127.032974 ,25.599169 
V02Q1940640,37.563905 ,126.919490 ,25.683220 
V02Q1940642,37.560216 ,127.064339 ,24.892032 
V02Q1940644,37.561197 ,127.034603 ,24.643182 
V02Q1940646,37.547674 ,126.911327 ,25.067202 
V02Q1940647,37.549480 ,126.958483 ,25.886293 
V02Q1940650,37.546688 ,126.945401 ,25.299046 
V02Q1940651,37.546240 ,126.984790 ,24.289508 
V02Q1940653,37.553106 ,126.934626 ,25.743540 
V02Q1940655,37.580051 ,126.985146 ,24.952983 
V02Q1940656,37.473511 ,126.892135 ,25.659154 
V02Q1940657,37.489761 ,126.947832 ,24.586970 
V02Q1940658,37.483557 ,126.925670 ,25.283294 
V02Q1940659,37.537749 ,126.827879 ,25.149339 
V02Q1940661,37.552313 ,126.946601 ,25.141274 
V02Q1940663,37.474747 ,126.977786 ,24.856479 
V02Q1940664,37.520353 ,126.977015 ,25.131280 
V02Q1940665,37.640683 ,127.035490 ,25.628939 
V02Q1940669,37.476427 ,126.980135 ,25.066070 
V02Q1940670,37.539279 ,127.049873 ,25.609966 
V02Q1940672,37.487975 ,126.925811 ,25.456669 
V02Q1940674,37.474808 ,126.965260 ,25.103756 
V02Q1940679,37.495213 ,127.121439 ,24.997225 
V02Q1940681,37.475596 ,126.973598 ,25.300877 
V02Q1940683,37.462118 ,126.919159 ,23.939475 
V02Q1940684,37.540211 ,126.943864 ,26.081927 
V02Q1940686,37.541355 ,126.991116 ,25.344534 
V02Q1940690,37.445515 ,126.904124 ,24.770692 
V02Q1940692,37.490492 ,126.941430 ,24.245013 
V02Q1940693,37.456068 ,126.900318 ,25.363377 
V02Q1940694,37.480241 ,126.942708 ,25.383216 
V02Q1940695,37.571917 ,126.961982 ,24.820661 
V02Q1940696,37.564715 ,126.922273 ,25.423173 
V02Q1940697,37.587569 ,126.882943 ,24.368717 
V02Q1940698,37.534627 ,127.000736 ,24.994374 
V02Q1940699,37.449993 ,126.912904 ,24.797169 
V02Q1940702,37.453352 ,126.904031 ,25.086707 
V02Q1940705,37.523072 ,126.848613 ,24.691643 
V02Q1940706,37.502049 ,127.117111 ,25.403497 
V02Q1940707,37.515495 ,126.860880 ,24.145264 
V02Q1940708,37.514301 ,127.091478 ,25.321915 
V02Q1940709,37.569445 ,127.044602 ,25.079652 
V02Q1940711,37.553799 ,126.912365 ,25.662875 
V02Q1940713,37.516185 ,127.114541 ,25.982942 
V02Q1940714,37.513345 ,127.106818 ,25.025955 
V02Q1940715,37.512593 ,126.837652 ,24.884442 
V02Q1940717,37.485390 ,127.132172 ,25.666334 
V02Q1940723,37.552279 ,126.923527 ,25.476284 
V02Q1940726,37.539012 ,126.957917 ,25.195057 
V02Q1940727,37.605047 ,127.076288 ,25.585016 
V02Q1940729,37.513062 ,126.832084 ,24.320798 
V02Q1940731,37.517973 ,126.985326 ,25.082296 
V02Q1940732,37.526655 ,126.836962 ,25.454539 
V02Q1940733,37.548190 ,127.056598 ,25.634519 
V02Q1940735,37.568407 ,127.033661 ,25.566254 
V02Q1940736,37.504195 ,127.128188 ,25.055688 
V02Q1940738,37.551372 ,127.021554 ,25.237075 
V02Q1940739,37.549762 ,127.019609 ,25.246904 
V02Q1940740,37.527062 ,126.848061 ,25.269940 
V02Q1940741,37.535751 ,126.878574 ,24.247590 
V02Q1940742,37.501040 ,127.109740 ,26.039614 
V02Q1940743,37.536420 ,127.056427 ,25.641317 
V02Q1940744,37.544751 ,127.053112 ,25.236944 
V02Q1940746,37.632190 ,127.021742 ,25.447563 
V02Q1940747,37.499726 ,126.951396 ,25.443062 
V02Q1940748,37.537370 ,127.050872 ,25.510962 
V02Q1940749,37.525240 ,126.842257 ,25.261582 
V02Q1940751,37.498489 ,126.889503 ,25.355758 
V02Q1940752,37.654166 ,127.029228 ,24.254890 
V02Q1940753,37.549365 ,127.026656 ,25.301810 
V02Q1940754,37.521660 ,126.842681 ,25.192702 
V02Q1940755,37.658856 ,127.068501 ,25.682351 
V02Q1940759,37.536646 ,126.883017 ,24.577744 
V02Q1940761,37.564052 ,127.044484 ,25.118931 
V02Q1940762,37.540245 ,126.864421 ,25.316918 
V02Q1940763,37.626592 ,127.034623 ,25.152626 
V02Q1940764,37.515301 ,127.134073 ,24.772298 
V02Q1940765,37.510732 ,126.870535 ,24.804120 
V02Q1940766,37.545653 ,126.863102 ,24.649240 
V02Q1940767,37.502604 ,127.092311 ,25.629382 
V02Q1940768,37.478251 ,127.139245 ,25.112941 
V02Q1940769,37.527865 ,126.855727 ,25.727223 
V02Q1940770,37.549876 ,127.129478 ,25.774649 
V02Q1940771,37.535134 ,126.883508 ,25.376880 
V02Q1940772,37.503631 ,127.103503 ,25.400112 
V02Q1940773,37.528560 ,126.859176 ,25.461190 
V02Q1940774,37.538516 ,126.878244 ,25.151245 
V02Q1940775,37.505801 ,127.109664 ,25.419249 
V02Q1940776,37.539684 ,126.875026 ,24.677018 
V02Q1940777,37.458871 ,126.905912 ,24.562339 
V02Q1940778,37.522591 ,126.875548 ,25.601199 
V02Q1940780,37.564699 ,126.975981 ,24.419792 
V02Q1940781,37.506154 ,127.084756 ,25.428130 
V02Q1940783,37.639645 ,127.038053 ,25.231745 
V02Q1940784,37.498248 ,127.126297 ,25.591172 
V02Q1940785,37.576146 ,127.028836 ,24.765964 
V02Q1940786,37.542102 ,127.049671 ,24.898769 
V02Q1940787,37.512955 ,127.094662 ,24.802460 
V02Q1940789,37.517552 ,127.047995 ,25.310785 
V02Q1940790,37.514278 ,127.112259 ,25.953289 
V02Q1940791,37.496382 ,127.149019 ,26.013848 
V02Q1940792,37.538423 ,126.864530 ,25.036818 
V02Q1940793,37.493457 ,127.146171 ,25.678522 
V02Q1940794,37.545732 ,126.867771 ,25.239760 
V02Q1940795,37.524097 ,126.837259 ,24.496638 
V02Q1940798,37.545038 ,127.136812 ,25.647826 
V02Q1940800,37.519993 ,127.112249 ,25.447599 
V02Q1940802,37.605283 ,126.966738 ,24.641672 
V02Q1940805,37.513247 ,126.834925 ,24.205841 
V02Q1940806,37.548032 ,126.866797 ,24.898000 
V02Q1940808,37.568745 ,126.968765 ,24.526727 
V02Q1940809,37.543643 ,126.881352 ,25.175403 
V02Q1940811,37.527273 ,127.116249 ,25.247564 
V02Q1940812,37.549838 ,127.110488 ,24.614638 
V02Q1940813,37.554618 ,126.895956 ,24.548392 
V02Q1940814,37.519385 ,126.854668 ,25.146151 
V02Q1940815,37.529992 ,127.071005 ,25.264609 
V02Q1940816,37.512412 ,126.998683 ,24.600340 
V02Q1940819,37.507344 ,127.104689 ,25.817212 
V02Q1940820,37.511054 ,127.102262 ,25.400708 
V02Q1940821,37.502833 ,127.108695 ,25.778265 
V02Q1940822,37.575424 ,126.957781 ,25.278840 
V02Q1940823,37.635062 ,127.018163 ,25.028979 
V02Q1940825,37.538257 ,127.121951 ,25.481412 
V02Q1940826,37.520384 ,126.878025 ,24.882875 
V02Q1940827,37.583250 ,127.005815 ,25.301527 
V02Q1940828,37.561332 ,127.039689 ,25.314914 
V02Q1940829,37.537271 ,126.904317 ,24.940705 
V02Q1940832,37.511768 ,127.124210 ,25.803742 
V02Q1940833,37.571311 ,126.870825 ,24.991814 
V02Q1940834,37.480982 ,126.971649 ,25.135641 
V02Q1940835,37.521157 ,126.861140 ,25.615952 
V02Q1940840,37.581880 ,126.998153 ,24.437400 
V02Q1940841,37.572037 ,127.005041 ,25.153405 
V02Q1940842,37.552142 ,127.035585 ,25.250510 
V02Q1940845,37.489764 ,127.124286 ,25.819915 
V02Q1940846,37.637396 ,127.039004 ,25.652746 
V02Q1940847,37.489683 ,127.111908 ,25.216292 
V02Q1940849,37.535560 ,126.832837 ,25.476406 
V02Q1940850,37.524978 ,126.897444 ,25.495043 
V02Q1940851,37.550391 ,127.128292 ,25.803796 
V02Q1940853,37.535219 ,126.839854 ,24.066159 
V02Q1940854,37.555591 ,126.905533 ,25.935954 
V02Q1940861,37.509090 ,126.866847 ,25.359840 
V02Q1940862,37.488879 ,126.885116 ,25.151725 
V02Q1940863,37.518876 ,126.871089 ,24.930946 
V02Q1940864,37.525768 ,126.875374 ,25.373025 
V02Q1940865,37.546451 ,126.872103 ,24.611871 
V02Q1940866,37.558039 ,127.029649 ,25.528731 
V02Q1940867,37.545028 ,126.864661 ,24.881370 
V02Q1940868,37.560513 ,127.052854 ,26.050046 
V02Q1940869,37.525350 ,126.837774 ,24.842723 
V02Q1940870,37.538103 ,127.046881 ,25.804909 
V02Q1940871,37.571147 ,127.037106 ,26.138399 
V02Q1940873,37.532472 ,127.114301 ,25.612450 
V02Q1940874,37.519337 ,126.850006 ,25.339777 
V02Q1940876,37.543051 ,126.869092 ,25.115232 
V02Q1940878,37.524414 ,126.937013 ,25.025330 
V02Q1940879,37.606668 ,127.027318 ,25.516525 
V02Q1940882,37.584899 ,127.094026 ,25.034551 
V02Q1940885,37.659897 ,127.068542 ,24.770465 
V02Q1940887,37.502749 ,127.092524 ,25.520489 
V02Q1940888,37.563074 ,127.081995 ,25.603676 
V02Q1940889,37.639946 ,127.036011 ,26.091723 
V02Q1940941,37.509088 ,127.084057 ,25.776141 
V02Q1940942,37.532463 ,126.833076 ,24.744314 
V02Q1940943,37.548507 ,126.864648 ,24.903635 
V02Q1940945,37.555244 ,126.906903 ,25.524147 
V02Q1940947,37.499026 ,126.952012 ,25.233905 
V02Q1940948,37.470077 ,126.907223 ,25.228111 
V02Q1940949,37.630376 ,127.022628 ,25.637407 
V02Q1940950,37.622810 ,127.074963 ,25.509954 
V02Q1940951,37.531246 ,126.836129 ,25.434987 
V02Q1940953,37.489030 ,127.067883 ,25.180143 
V02Q1940955,37.504581 ,126.994501 ,25.147806 
V02Q1941006,37.555257 ,126.904267 ,25.030508 
V02Q1941015,37.542039 ,127.049686 ,25.031876 
