date,code,site,area,totalpop,dometpop,lftpop,sftpop,dmax,dmin,dfpop,nfpop,dfmax,outside,inside,internal,dailydust,pmbaddummy,pmday,pmwarn,temp,tempspr,rainfall,humidity,daydummy
2021-05-21,11680 ,강남구,동남권,868077.720900 ,841371.862400 ,21521.033200 ,5184.825400 ,1098506.002000 ,665804.262600 ,1054489.863000 ,734926.191200 ,699698.208100 ,213676.358600 ,133972.542600 ,352049.306900 ,7 ,0 ,0 ,0 ,16 ,256 ,7 ,87 ,0 
2021-05-20,11680 ,강남구,동남권,868220.733700 ,841435.620400 ,21890.394700 ,4894.718600 ,1111048.516000 ,652140.089000 ,1063589.515000 ,728671.604500 ,714948.703800 ,220018.574400 ,134041.486400 ,360888.643000 ,12 ,0 ,0 ,0 ,19 ,350 ,1 ,60 ,0 
2021-05-19,11680 ,강남구,동남권,716784.873600 ,693838.330700 ,17999.326000 ,4947.216900 ,786123.340400 ,658168.329600 ,764716.270200 ,682548.161700 ,391922.538100 ,101840.999000 ,120592.381000 ,169489.158100 ,18 ,0 ,0 ,0 ,20 ,396 ,0 ,52 ,0 
2021-05-18,11680 ,강남구,동남권,875606.563500 ,849166.362900 ,21932.484300 ,4507.716300 ,1112715.231000 ,663602.783400 ,1068427.548000 ,737877.288600 ,723813.128000 ,223801.173100 ,136020.907200 ,363991.047700 ,13 ,0 ,0 ,0 ,18 ,320 ,0 ,71 ,0 
2021-05-17,11680 ,강남구,동남권,867778.455300 ,841134.395000 ,21171.612200 ,5472.448100 ,1110339.278000 ,653487.816000 ,1065236.434000 ,726737.041900 ,711386.077700 ,220835.862100 ,133752.517400 ,356797.698200 ,4 ,0 ,0 ,0 ,15 ,234 ,3 ,93 ,0 
2021-05-16,11680 ,강남구,동남권,701214.353800 ,679958.000200 ,15145.480600 ,6110.873100 ,769099.704100 ,643427.949100 ,748935.465100 ,667127.845800 ,341160.299000 ,90365.459200 ,112727.302200 ,138067.537600 ,5 ,0 ,0 ,0 ,18 ,339 ,67 ,98 ,1 
2021-05-15,11680 ,강남구,동남권,750650.489900 ,726472.066800 ,18162.388600 ,6016.034500 ,867618.926900 ,652891.159300 ,834617.002100 ,690674.409800 ,451718.811700 ,135717.720100 ,118319.949500 ,197681.142100 ,37 ,1 ,1 ,0 ,22 ,488 ,15 ,80 ,1 
2021-05-14,11680 ,강남구,동남권,873357.951500 ,846389.198400 ,21910.235100 ,5058.518100 ,1103649.214000 ,667627.179800 ,1061127.990000 ,739236.495300 ,708854.991100 ,217637.071300 ,134816.194600 ,356401.725200 ,35 ,1 ,2 ,0 ,24 ,581 ,0 ,60 ,0 
2021-05-13,11680 ,강남구,동남권,877028.346400 ,849921.502800 ,21946.302300 ,5160.541300 ,1114303.519000 ,668358.716100 ,1068983.619000 ,739917.437400 ,722180.929300 ,222119.767300 ,136208.836500 ,363852.325500 ,24 ,0 ,0 ,0 ,23 ,524 ,0 ,54 ,0 
2021-05-12,11680 ,강남구,동남권,876382.475700 ,849442.201800 ,21918.188200 ,5022.085600 ,1115072.679000 ,665836.642900 ,1070365.803000 ,737822.956100 ,721700.650200 ,220781.093100 ,135797.322600 ,365122.234500 ,10 ,0 ,0 ,0 ,22 ,484 ,0 ,40 ,0 
2021-05-11,11680 ,강남구,동남권,875194.836900 ,848455.152700 ,21679.765700 ,5059.918500 ,1114594.474000 ,663936.312000 ,1070315.594000 ,735822.867400 ,724326.927400 ,223257.253000 ,136043.402200 ,365026.272200 ,9 ,0 ,0 ,0 ,19 ,342 ,0 ,49 ,0 
2021-05-10,11680 ,강남구,동남권,861613.685800 ,834147.701200 ,20966.246100 ,6499.738500 ,1100561.622000 ,650352.924000 ,1057127.539000 ,721960.933600 ,704058.746200 ,216271.561900 ,133208.254900 ,354578.929400 ,10 ,0 ,0 ,0 ,13 ,174 ,0 ,68 ,0 
2021-05-09,11680 ,강남구,동남권,678638.906300 ,656569.299000 ,15530.386900 ,6539.220400 ,734700.038800 ,621244.912800 ,719954.620300 ,649127.682100 ,347837.351700 ,91031.584400 ,114804.874500 ,142000.892800 ,12 ,0 ,0 ,1 ,16 ,246 ,0 ,51 ,1 
2021-05-08,11680 ,강남구,동남권,718768.048100 ,694420.933300 ,18168.223500 ,6178.891200 ,818791.455600 ,628352.263900 ,788923.646400 ,668656.906400 ,423356.186000 ,122542.378300 ,113469.949300 ,187343.858400 ,77 ,1 ,1 ,1 ,14 ,204 ,0 ,66 ,1 
2021-05-07,11680 ,강남구,동남권,856815.203500 ,829590.264200 ,21607.056500 ,5617.882800 ,1082979.972000 ,661043.328800 ,1038875.984000 ,726771.788800 ,694206.340300 ,215258.450300 ,131839.570000 ,347108.320000 ,61 ,1 ,2 ,1 ,14 ,207 ,9 ,60 ,0 
2021-05-06,11680 ,강남구,동남권,861825.562800 ,834082.012700 ,21628.563500 ,6114.986700 ,1098114.284000 ,650205.904000 ,1053503.154000 ,724912.997500 ,717062.939500 ,224744.813200 ,132605.302000 ,359712.824300 ,18 ,0 ,0 ,0 ,16 ,246 ,0 ,46 ,0 
2021-05-05,11680 ,강남구,동남권,699481.297700 ,676141.603600 ,17748.172200 ,5591.521900 ,747329.011300 ,653859.175800 ,734236.421200 ,674656.209500 ,368294.405800 ,94282.730300 ,116065.121200 ,157946.554300 ,11 ,0 ,0 ,0 ,14 ,193 ,0 ,64 ,0 
2021-05-04,11680 ,강남구,동남권,861739.446100 ,835639.290100 ,21021.333000 ,5078.822900 ,1096115.087000 ,658375.653100 ,1050086.201000 ,727206.049700 ,697955.523800 ,213918.975300 ,130992.997100 ,353043.551400 ,16 ,0 ,0 ,0 ,14 ,190 ,20 ,83 ,0 
2021-05-03,11680 ,강남구,동남권,854654.633200 ,828548.430300 ,21133.361000 ,4972.841900 ,1090700.627000 ,645565.572300 ,1046992.220000 ,717270.642300 ,705477.114300 ,217624.531300 ,132718.867300 ,355133.715700 ,18 ,0 ,0 ,0 ,14 ,199 ,0 ,56 ,0 
2021-05-02,11680 ,강남구,동남권,682238.968500 ,659903.752700 ,15523.488000 ,6811.727800 ,733905.707800 ,636579.487600 ,719242.278000 ,655808.033200 ,342751.287200 ,90290.317200 ,112423.142100 ,140037.827900 ,7 ,0 ,0 ,0 ,12 ,154 ,2 ,68 ,1 
2021-05-01,11680 ,강남구,동남권,728794.628900 ,706706.552900 ,17037.061700 ,5051.014400 ,833718.133300 ,643291.261000 ,800385.381500 ,677658.377100 ,427195.224300 ,128767.048500 ,114535.766200 ,183892.409600 ,13 ,0 ,0 ,0 ,10 ,104 ,8 ,81 ,1 
2021-04-30,11680 ,강남구,동남권,864737.026800 ,838146.145000 ,21764.709500 ,4826.172300 ,1096063.448000 ,666328.640100 ,1050149.126000 ,732299.812900 ,705473.228500 ,217806.045700 ,132539.416900 ,355127.765900 ,17 ,0 ,0 ,0 ,11 ,128 ,26 ,82 ,0 
2021-04-29,11680 ,강남구,동남권,872099.016100 ,845956.427000 ,21998.084700 ,4144.504400 ,1108640.341000 ,665950.943500 ,1062912.798000 ,735803.457800 ,720635.208600 ,223875.635200 ,134008.187600 ,362751.385800 ,21 ,0 ,0 ,0 ,15 ,213 ,4 ,54 ,0 
2021-04-28,11680 ,강남구,동남권,869440.649900 ,843344.030900 ,21924.037800 ,4172.581200 ,1107009.728000 ,663185.729600 ,1061141.163000 ,732511.712100 ,718432.546100 ,221453.045700 ,135068.457000 ,361911.043400 ,24 ,0 ,0 ,0 ,15 ,210 ,5 ,64 ,0 
2021-04-27,11680 ,강남구,동남권,866789.780900 ,840813.221300 ,21647.156700 ,4329.402800 ,1109069.186000 ,658858.479200 ,1061309.686000 ,727846.991900 ,720797.877400 ,222533.277500 ,132618.149200 ,365646.450700 ,15 ,0 ,0 ,0 ,15 ,237 ,2 ,62 ,0 
2021-04-26,11680 ,강남구,동남권,856055.228700 ,829694.927300 ,21387.144800 ,4973.156500 ,1096170.942000 ,648592.929600 ,1049649.250000 ,717773.784900 ,709663.935300 ,219529.001900 ,129952.406700 ,360182.526700 ,13 ,0 ,0 ,0 ,16 ,262 ,0 ,52 ,0 
2021-04-25,11680 ,강남구,동남권,683306.551900 ,663393.059500 ,15512.812300 ,4400.680000 ,735880.639900 ,634708.243500 ,720300.998000 ,656881.947500 ,341623.472300 ,90326.245200 ,110929.263400 ,140367.963700 ,12 ,0 ,0 ,0 ,18 ,331 ,0 ,50 ,1 
2021-04-24,11680 ,강남구,동남권,732953.913200 ,710765.193300 ,18404.564400 ,3784.155600 ,838548.430600 ,645208.664300 ,807118.983400 ,679978.863100 ,440649.693300 ,130942.620100 ,114094.798100 ,195612.275100 ,13 ,0 ,0 ,0 ,18 ,335 ,0 ,43 ,1 
2021-04-23,11680 ,강남구,동남권,863394.816700 ,837737.529800 ,21975.051600 ,3682.235400 ,1097981.679000 ,664251.874100 ,1049857.751000 ,730207.006200 ,707770.854900 ,217792.442400 ,132190.554500 ,357787.858000 ,22 ,0 ,0 ,0 ,19 ,361 ,0 ,41 ,0 
2021-04-22,11680 ,강남구,동남권,873368.023900 ,846363.634900 ,21970.762300 ,5033.626600 ,1115099.585000 ,666234.883300 ,1066451.283000 ,735451.410200 ,725061.187400 ,224320.800000 ,132713.603500 ,368026.783900 ,39 ,1 ,1 ,0 ,21 ,437 ,0 ,38 ,0 
2021-04-21,11680 ,강남구,동남권,872404.618600 ,846158.654400 ,21787.549500 ,4458.414700 ,1112060.085000 ,663920.484900 ,1066285.640000 ,733918.174900 ,723706.784200 ,223724.382800 ,133026.590700 ,366955.810700 ,39 ,1 ,2 ,0 ,19 ,365 ,0 ,43 ,0 
2021-04-20,11680 ,강남구,동남권,870951.575500 ,844295.245600 ,21717.276900 ,4939.052900 ,1110691.338000 ,663950.040100 ,1063737.629000 ,733247.251300 ,722936.536500 ,222239.267800 ,133489.148500 ,367208.120200 ,34 ,0 ,0 ,0 ,15 ,219 ,0 ,55 ,0 
2021-04-19,11680 ,강남구,동남권,855827.512300 ,829756.786600 ,21327.200600 ,4743.525100 ,1092905.031000 ,643441.699500 ,1048565.953000 ,718157.197800 ,711645.742900 ,218748.735300 ,134609.895600 ,358287.112000 ,22 ,0 ,0 ,0 ,12 ,149 ,0 ,65 ,0 
2021-04-18,11680 ,강남구,동남권,688355.245900 ,667690.645200 ,15766.927400 ,4897.673300 ,744087.284400 ,637563.763100 ,728304.240100 ,659820.250000 ,346653.803500 ,89711.822400 ,112730.420700 ,144211.560400 ,13 ,0 ,0 ,0 ,10 ,98 ,0 ,64 ,1 
2021-04-17,11680 ,강남구,동남권,740569.894100 ,717072.071800 ,18546.146400 ,4951.675800 ,851749.302700 ,647637.057800 ,819146.252900 ,684443.923500 ,445064.987100 ,131731.510200 ,116553.453700 ,196780.023200 ,15 ,0 ,0 ,0 ,10 ,92 ,0 ,57 ,1 
2021-04-16,11680 ,강남구,동남권,864099.167400 ,837600.839700 ,21608.969600 ,4889.358100 ,1088941.935000 ,670799.511600 ,1045797.094000 ,734314.934000 ,696777.825300 ,212426.890100 ,132885.310400 ,351465.624800 ,17 ,0 ,0 ,0 ,11 ,128 ,1 ,60 ,0 
2021-04-15,11680 ,강남구,동남권,873833.401200 ,846529.360700 ,22131.861700 ,5172.178800 ,1109843.842000 ,667017.324400 ,1064499.685000 ,737643.198200 ,722695.306100 ,222092.833200 ,134565.550900 ,366036.922000 ,25 ,0 ,0 ,0 ,12 ,135 ,0 ,62 ,0 
2021-04-14,11680 ,강남구,동남권,873771.543100 ,846408.401200 ,21830.316100 ,5532.825800 ,1112690.014000 ,665796.589700 ,1066070.367000 ,736415.240400 ,723833.988100 ,221491.232100 ,134676.616300 ,367666.139700 ,15 ,0 ,0 ,0 ,8 ,71 ,0 ,59 ,0 
2021-04-13,11680 ,강남구,동남권,874298.319800 ,847398.678100 ,21722.550800 ,5177.090900 ,1115637.794000 ,664848.008300 ,1069920.278000 ,734568.349600 ,725775.491400 ,222571.304400 ,134332.441600 ,368871.745400 ,,1 ,1 ,0 ,10 ,108 ,8 ,74 ,0 
2021-04-12,11680 ,강남구,동남권,860058.215000 ,833983.738100 ,21306.766600 ,4767.710200 ,1097448.142000 ,651898.559500 ,1053509.516000 ,721878.714400 ,705913.855600 ,216884.730800 ,131945.390200 ,357083.734600 ,21 ,0 ,0 ,0 ,14 ,190 ,22 ,70 ,0 
2021-04-11,11680 ,강남구,동남권,693615.088600 ,672895.986900 ,15647.409100 ,5071.692600 ,751972.952900 ,641598.068400 ,735068.995900 ,664005.154900 ,354299.665600 ,93262.791500 ,114402.769200 ,146634.104900 ,25 ,0 ,0 ,0 ,15 ,225 ,0 ,45 ,1 
2021-04-10,11680 ,강남구,동남권,743763.400500 ,720179.328300 ,18444.251300 ,5139.820900 ,856555.860900 ,651245.179600 ,822056.253100 ,687839.934500 ,460727.903500 ,137643.496600 ,118983.201400 ,204101.205500 ,19 ,0 ,0 ,0 ,13 ,159 ,0 ,50 ,1 
2021-04-09,11680 ,강남구,동남권,870452.146500 ,842977.597500 ,21923.131400 ,5551.417600 ,1097068.282000 ,669658.752700 ,1055137.901000 ,738533.750100 ,712686.651700 ,217060.468400 ,135995.836900 ,359630.346400 ,17 ,0 ,0 ,0 ,14 ,185 ,0 ,39 ,0 
2021-04-08,11680 ,강남구,동남권,878490.672100 ,851127.384200 ,21918.767600 ,5444.520300 ,1115090.742000 ,669611.146300 ,1070616.248000 ,741258.117800 ,728730.416400 ,223574.794900 ,136185.699300 ,368969.922200 ,17 ,0 ,0 ,0 ,13 ,169 ,0 ,34 ,0 
2021-04-07,11680 ,강남구,동남권,874069.006000 ,847050.932500 ,21743.365600 ,5274.707900 ,1109174.774000 ,669226.958200 ,1063824.221000 ,738529.566800 ,722867.226500 ,223638.219200 ,135043.679300 ,364185.328000 ,36 ,1 ,1 ,0 ,14 ,199 ,0 ,48 ,0 
2021-04-06,11680 ,강남구,동남권,878608.118300 ,851454.460400 ,21690.837600 ,5462.820300 ,1120459.987000 ,666513.161100 ,1074317.409000 ,738815.768200 ,736705.520600 ,226551.603100 ,135673.622300 ,374480.295200 ,19 ,0 ,0 ,0 ,14 ,193 ,0 ,51 ,0 
2021-04-05,11680 ,강남구,동남권,867838.800000 ,840712.790000 ,21496.289700 ,5629.720400 ,1105264.481000 ,655433.224500 ,1062738.469000 ,728624.750900 ,723662.719400 ,221634.509200 ,135523.939800 ,366504.270400 ,11 ,0 ,0 ,0 ,12 ,142 ,0 ,48 ,0 
2021-04-04,11680 ,강남구,동남권,699109.572800 ,677006.034700 ,15645.215500 ,6458.322700 ,754354.442800 ,647839.549100 ,739024.133700 ,670599.172200 ,355578.465700 ,90023.983500 ,117352.015100 ,148202.467100 ,5 ,0 ,0 ,0 ,12 ,142 ,1 ,66 ,1 
2021-04-03,11680 ,강남구,동남권,750526.526000 ,726651.856200 ,17868.734100 ,6005.935800 ,865105.627600 ,657243.612600 ,831767.378500 ,692497.345600 ,441493.383300 ,129851.445800 ,118089.760200 ,193552.177300 ,15 ,0 ,0 ,0 ,15 ,222 ,56 ,81 ,1 
2021-04-02,11680 ,강남구,동남권,872893.776400 ,844800.960600 ,22022.838000 ,6069.977900 ,1099474.716000 ,670924.033100 ,1056362.440000 ,741844.731200 ,714287.163500 ,216368.150400 ,136626.423700 ,361292.589400 ,15 ,0 ,0 ,0 ,18 ,317 ,0 ,36 ,0 
2021-04-01,11680 ,강남구,동남권,876821.048900 ,849353.904600 ,21696.350200 ,5770.794100 ,1110539.746000 ,670153.157000 ,1065715.611000 ,741896.362000 ,727479.210100 ,221346.307100 ,136759.445200 ,369373.457800 ,14 ,0 ,0 ,0 ,18 ,313 ,0 ,33 ,0 
2021-03-31,11680 ,강남구,동남권,880911.850600 ,852783.291600 ,21835.806700 ,6292.752300 ,1116582.663000 ,671879.802100 ,1072032.242000 ,744397.285600 ,696614.125100 ,218714.890900 ,127725.844800 ,350173.389400 ,18 ,0 ,0 ,0 ,15 ,210 ,0 ,41 ,0 
2021-03-30,11680 ,강남구,동남권,882287.637900 ,853733.442800 ,22029.638200 ,6524.556900 ,1122979.140000 ,668558.512800 ,1078335.071000 ,742253.757300 ,700799.323700 ,221174.847700 ,127259.454400 ,352365.021600 ,29 ,0 ,0 ,0 ,11 ,117 ,0 ,47 ,0 
2021-03-29,11680 ,강남구,동남권,870094.475400 ,842150.504400 ,21437.333600 ,6506.637400 ,1109448.777000 ,656999.958300 ,1064797.064000 ,731021.197600 ,685227.250400 ,216595.658700 ,124414.912600 ,344216.679100 ,49 ,1 ,1 ,1 ,10 ,104 ,0 ,62 ,0 
2021-03-28,11680 ,강남구,동남권,706198.053900 ,683999.411400 ,15639.211800 ,6559.430800 ,776559.435200 ,648460.638700 ,754159.217100 ,671940.080300 ,339255.007200 ,91694.641900 ,108011.143900 ,139549.221400 ,9 ,0 ,0 ,0 ,9 ,81 ,9 ,96 ,1 
2021-03-27,11680 ,강남구,동남권,757945.630200 ,732933.670300 ,18412.170600 ,6599.789400 ,877447.774300 ,659537.752100 ,843587.256200 ,696773.040200 ,437503.233800 ,133827.055800 ,111588.258900 ,192087.919100 ,34 ,0 ,0 ,1 ,12 ,146 ,26 ,71 ,1 
2021-03-26,11680 ,강남구,동남권,880365.463000 ,851395.038200 ,21993.061600 ,6977.363200 ,1112843.844000 ,676126.868800 ,1067196.902000 ,746914.435100 ,687120.716700 ,215707.312800 ,126830.701400 ,344582.702500 ,73 ,1 ,1 ,1 ,13 ,159 ,0 ,58 ,0 
2021-03-25,11680 ,강남구,동남권,883871.983900 ,855209.363300 ,21890.818700 ,6771.801900 ,1123376.527000 ,673681.059800 ,1076862.823000 ,746021.384500 ,699381.263600 ,221198.629900 ,126292.418600 ,351890.215100 ,32 ,0 ,0 ,0 ,12 ,142 ,0 ,69 ,0 
2021-03-24,11680 ,강남구,동남권,880483.423400 ,852409.786100 ,21879.829700 ,6193.807600 ,1117445.329000 ,671465.463100 ,1073332.204000 ,742734.294200 ,694413.303300 ,218520.276200 ,126605.172600 ,349287.854500 ,29 ,0 ,0 ,0 ,11 ,117 ,0 ,62 ,0 
2021-03-23,11680 ,강남구,동남권,881457.666900 ,853205.282200 ,21846.504700 ,6405.879900 ,1122450.615000 ,670991.553600 ,1075868.937000 ,742592.473700 ,698466.961500 ,219811.028500 ,126144.498100 ,352511.434900 ,30 ,0 ,0 ,0 ,9 ,83 ,0 ,64 ,0 
2021-03-22,11680 ,강남구,동남권,870886.153000 ,843078.181300 ,21464.668300 ,6343.303400 ,1111856.830000 ,658573.150400 ,1065746.281000 ,731700.347700 ,687334.745500 ,215738.941400 ,124789.123800 ,346806.680300 ,16 ,0 ,0 ,0 ,6 ,38 ,0 ,55 ,0 
2021-03-21,11680 ,강남구,동남권,709297.103400 ,687668.612300 ,16013.178800 ,5615.312300 ,779146.090500 ,652707.148200 ,757270.932400 ,675030.082800 ,348763.622100 ,96471.174700 ,107516.714100 ,144775.733300 ,34 ,0 ,0 ,0 ,6 ,34 ,0 ,66 ,1 
2021-03-20,11680 ,강남구,동남권,761338.964300 ,737210.479700 ,18428.342800 ,5700.141800 ,888906.752500 ,660847.847400 ,849140.670800 ,698623.459700 ,445757.271000 ,138460.173700 ,112681.932400 ,194615.164900 ,11 ,0 ,0 ,0 ,10 ,98 ,5 ,75 ,1 
2021-03-19,11680 ,강남구,동남권,879975.287000 ,852441.031200 ,22033.632400 ,5500.623400 ,1113783.932000 ,675931.562200 ,1067214.410000 ,746233.056500 ,692179.750100 ,217728.389400 ,127817.602200 ,346633.758500 ,28 ,0 ,0 ,0 ,15 ,234 ,0 ,48 ,0 
2021-03-18,11680 ,강남구,동남권,885498.788800 ,857679.591800 ,21976.090500 ,5843.106400 ,1125840.129000 ,675003.967700 ,1078401.051000 ,747711.459000 ,700973.007900 ,222613.995300 ,126540.930900 ,351818.081700 ,43 ,1 ,1 ,0 ,12 ,137 ,0 ,50 ,0 
2021-03-17,11680 ,강남구,동남권,882900.846500 ,854372.082600 ,21820.364400 ,6708.399500 ,1119288.426000 ,674614.504500 ,1075055.708000 ,745647.374200 ,695200.686100 ,218310.008400 ,126798.431800 ,350092.245900 ,18 ,0 ,0 ,0 ,9 ,77 ,0 ,45 ,0 
2021-03-16,11680 ,강남구,동남권,881241.775600 ,853323.253900 ,21694.284400 ,6224.237200 ,1121710.743000 ,671094.989700 ,1076068.976000 ,742079.489600 ,698094.448600 ,219038.585100 ,126231.963600 ,352823.899900 ,16 ,0 ,0 ,0 ,8 ,71 ,1 ,53 ,0 
2021-03-15,11680 ,강남구,동남권,871579.314800 ,842650.436800 ,21381.867800 ,7547.010200 ,1111317.474000 ,661492.756700 ,1065878.293000 ,732794.330600 ,688010.288600 ,215947.202300 ,124900.489900 ,347162.596400 ,71 ,1 ,1 ,1 ,11 ,112 ,2 ,69 ,0 
2021-03-14,11680 ,강남구,동남권,706887.895300 ,683645.789800 ,15675.981500 ,7566.123900 ,773068.303800 ,651268.035100 ,753489.209900 ,673601.241900 ,342627.431200 ,90664.275800 ,109334.839200 ,142628.316200 ,62 ,1 ,2 ,0 ,9 ,83 ,0 ,71 ,1 
2021-03-13,11680 ,강남구,동남권,759975.061100 ,734041.901300 ,18443.089700 ,7490.070100 ,883667.640300 ,659717.825400 ,844793.035900 ,699390.793400 ,449892.870500 ,136321.676000 ,113355.898600 ,200215.295900 ,36 ,1 ,3 ,0 ,9 ,85 ,0 ,63 ,1 
2021-03-12,11680 ,강남구,동남권,880126.067200 ,851060.800800 ,21871.918200 ,7193.348300 ,1110856.844000 ,678053.117700 ,1066443.427000 ,747042.238500 ,683378.175300 ,212544.694800 ,127380.207000 ,343453.273500 ,49 ,1 ,4 ,1 ,11 ,110 ,0 ,57 ,0 
2021-03-11,11680 ,강남구,동남권,881583.062600 ,852914.688100 ,21772.716500 ,6895.658100 ,1118298.112000 ,674881.629300 ,1071487.229000 ,745937.229200 ,693223.771900 ,217005.224000 ,125304.174500 ,350914.373400 ,93 ,1 ,5 ,1 ,10 ,104 ,0 ,51 ,0 
2021-03-10,11680 ,강남구,동남권,880949.757100 ,852969.986200 ,21750.539200 ,6229.231700 ,1118317.561000 ,672932.805500 ,1072890.690000 ,743849.090500 ,696288.167900 ,216299.797500 ,127610.179000 ,352378.191400 ,72 ,1 ,6 ,1 ,9 ,77 ,0 ,62 ,0 
2021-03-09,11680 ,강남구,동남권,883392.126400 ,854904.407600 ,21883.546000 ,6604.172700 ,1123165.896000 ,676033.790300 ,1077751.705000 ,744563.856200 ,699173.192800 ,218666.004100 ,126717.522100 ,353789.666600 ,32 ,0 ,0 ,0 ,7 ,44 ,0 ,59 ,0 
2021-03-08,11680 ,강남구,동남권,872312.348600 ,844750.763300 ,21409.326800 ,6152.258400 ,1113206.406000 ,660378.022000 ,1068056.764000 ,732494.909200 ,691866.613700 ,216150.072100 ,126165.395600 ,349551.146000 ,27 ,0 ,0 ,0 ,7 ,49 ,0 ,60 ,0 
2021-03-07,11680 ,강남구,동남권,709538.825100 ,687756.322100 ,15876.920900 ,5905.582100 ,777558.097100 ,654198.468200 ,757635.923700 ,675183.754600 ,346834.695300 ,91587.217200 ,109488.144500 ,145759.333600 ,14 ,0 ,0 ,0 ,6 ,38 ,0 ,63 ,1 
2021-03-06,11680 ,강남구,동남권,764023.500000 ,739605.527700 ,18696.776100 ,5721.196200 ,891767.242100 ,660934.059600 ,853982.929000 ,699766.764900 ,453738.311000 ,136347.579400 ,114096.779200 ,203293.952400 ,17 ,0 ,0 ,0 ,7 ,44 ,0 ,70 ,1 
2021-03-05,11680 ,강남구,동남권,884392.945000 ,856983.667000 ,21996.112100 ,5413.165900 ,1120517.262000 ,676505.369000 ,1076165.714000 ,747412.395700 ,698979.381600 ,217328.405700 ,129442.087200 ,352208.888700 ,24 ,0 ,0 ,0 ,9 ,81 ,0 ,70 ,0 
2021-03-04,11680 ,강남구,동남권,887966.183700 ,860299.404000 ,22045.954100 ,5620.825700 ,1130307.925000 ,675682.374300 ,1083794.199000 ,748089.030300 ,705158.424200 ,220142.298900 ,128500.430500 ,356515.694800 ,37 ,1 ,1 ,0 ,7 ,52 ,0 ,62 ,0 
2021-03-03,11680 ,강남구,동남권,885694.571400 ,858325.927500 ,21593.704800 ,5774.939100 ,1126397.420000 ,674784.800600 ,1082087.573000 ,745413.856100 ,701442.465400 ,218337.867200 ,127708.868000 ,355395.730200 ,24 ,0 ,0 ,0 ,4 ,19 ,0 ,64 ,0 
2021-03-02,11680 ,강남구,동남권,887494.605300 ,860755.112000 ,21484.761400 ,5254.731900 ,1128702.357000 ,657284.713800 ,1085189.445000 ,746284.005400 ,701255.088300 ,217300.829200 ,129282.260000 ,354671.999100 ,6 ,0 ,0 ,0 ,2 ,5 ,0 ,76 ,0 
2021-03-01,11680 ,강남구,동남권,694049.464800 ,672911.671500 ,16604.030200 ,4533.763200 ,755042.764600 ,638087.647500 ,736614.102900 ,663646.152000 ,310731.314500 ,76719.192400 ,104526.432800 ,129485.689300 ,11 ,0 ,0 ,0 ,5 ,22 ,68 ,91 ,0 
2021-02-28,11680 ,강남구,동남권,686080.097400 ,665220.861500 ,15737.261700 ,5121.974200 ,745561.286500 ,637591.415200 ,727659.920700 ,656380.223600 ,354365.565200 ,102702.682900 ,105325.574000 ,146337.308300 ,14 ,0 ,0 ,0 ,8 ,61 ,0 ,49 ,1 
2021-02-27,11680 ,강남구,동남권,747573.229500 ,723599.799900 ,18155.437500 ,5817.992200 ,860954.833900 ,645705.564500 ,828245.583100 ,689950.119900 ,456223.346900 ,142482.706700 ,114243.487300 ,199497.152900 ,11 ,0 ,0 ,0 ,10 ,90 ,0 ,49 ,1 
2021-02-26,11680 ,강남구,동남권,875261.396600 ,847822.851700 ,21981.954600 ,5456.590300 ,1110852.940000 ,673198.195100 ,1062366.184000 ,741615.119800 ,705641.967900 ,223591.333500 ,129330.916300 ,352719.718100 ,23 ,0 ,0 ,0 ,8 ,67 ,0 ,35 ,0 
2021-02-25,11680 ,강남구,동남권,882268.010600 ,854788.398800 ,22136.408300 ,5343.203600 ,1123675.887000 ,673905.057700 ,1075762.018000 ,744058.005300 ,717558.053200 ,228271.837400 ,129661.636300 ,359624.579500 ,33 ,0 ,0 ,0 ,4 ,18 ,0 ,35 ,0 
2021-02-24,11680 ,강남구,동남권,881493.255500 ,854494.082700 ,21770.585400 ,5228.587400 ,1122519.136000 ,674090.264500 ,1075066.931000 ,743226.344400 ,718062.244800 ,228110.745300 ,130059.499400 ,359892.000100 ,21 ,0 ,0 ,0 ,3 ,8 ,0 ,33 ,0 
2021-02-23,11680 ,강남구,동남권,881876.231300 ,854710.954000 ,21897.270900 ,5268.006400 ,1129319.744000 ,672385.719400 ,1079391.660000 ,740793.782400 ,721582.531200 ,229674.392300 ,129885.797500 ,362022.341400 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,34 ,0 
2021-02-22,11680 ,강남구,동남권,870947.738000 ,843275.144100 ,21604.229000 ,6068.364900 ,1115994.623000 ,659879.301600 ,1068493.364000 ,729843.719300 ,712301.290000 ,226341.807500 ,129517.637600 ,356441.844900 ,30 ,0 ,0 ,0 ,8 ,61 ,0 ,58 ,0 
2021-02-21,11680 ,강남구,동남권,703432.268400 ,682082.869100 ,15861.740200 ,5487.659100 ,765213.029600 ,652016.274300 ,746928.412800 ,672363.593800 ,352306.296000 ,92688.885900 ,112151.546200 ,147465.863900 ,46 ,1 ,1 ,0 ,11 ,117 ,0 ,67 ,1 
2021-02-20,11680 ,강남구,동남권,754818.432600 ,731507.307800 ,18273.119900 ,5038.005000 ,870341.149600 ,657961.308000 ,837179.078800 ,695989.399700 ,454142.438900 ,135514.954100 ,117546.341200 ,201081.143600 ,41 ,1 ,2 ,0 ,9 ,77 ,0 ,60 ,1 
